Regional totals	Autonomous Communities and Cities	Guests and overnight stays	Residence: Nivel 1	Residence: Nivel 2	Periodo	Total
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2023M05	5.859
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2023M04	6.213
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2023M03	3.414
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2023M02	3.283
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2023M01	4.922
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2022M12	2.903
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2022M11	3.430
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2022M10	3.262
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2022M09	3.374
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2022M08	2.703
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2022M07	2.957
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2022M06	2.376
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2022M05	3.531
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2022M04	2.758
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2022M03	3.059
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2022M02	2.592
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2022M01	2.339
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2021M12	2.118
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2021M11	2.269
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2021M10	1.954
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2021M09	2.038
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2021M08	2.256
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2021M07	1.677
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2021M06	1.109
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2021M05	836
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2021M04	844
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2021M03	864
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2021M02	676
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2021M01	754
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2020M12	495
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2020M11	777
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2020M10	881
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2020M09	955
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2020M08	773
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2020M07	1.383
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2020M06	640
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2020M05	.
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2020M04	0
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2020M03	363
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2020M02	2.074
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2020M01	1.958
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2019M12	1.575
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2019M11	1.118
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2019M10	1.792
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2019M09	1.473
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2019M08	3.339
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2019M07	3.423
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2019M06	1.841
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2019M05	1.605
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2019M04	2.237
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2019M03	3.639
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2019M02	2.943
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2019M01	3.076
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2018M12	3.196
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2018M11	3.542
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2018M10	4.626
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2018M09	4.965
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2018M08	4.481
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2018M07	4.607
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2018M06	4.146
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2018M05	3.539
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2018M04	3.280
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2018M03	3.112
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2018M02	2.755
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2018M01	2.674
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2017M12	2.044
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2017M11	2.043
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2017M10	3.421
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2017M09	2.846
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2017M08	3.604
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2017M07	3.396
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2017M06	2.506
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2017M05	2.610
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2017M04	2.554
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2017M03	1.933
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2017M02	2.169
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2017M01	2.344
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2016M12	2.775
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2016M11	2.524
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2016M10	3.524
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2016M09	3.852
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2016M08	4.082
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2016M07	4.809
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2016M06	3.906
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2016M05	3.186
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2016M04	2.996
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2016M03	2.705
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2016M02	2.502
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2016M01	1.637
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2015M12	2.241
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2015M11	1.969
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2015M10	2.874
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2015M09	2.571
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2015M08	4.549
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2015M07	5.300
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2015M06	3.751
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2015M05	4.264
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2015M04	2.891
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2015M03	2.613
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2015M02	1.452
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2015M01	1.944
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2014M12	3.098
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2014M11	2.409
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2014M10	3.500
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2014M09	2.993
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2014M08	3.942
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2014M07	4.373
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2014M06	3.247
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2014M05	3.531
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2014M04	2.889
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2014M03	2.300
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2014M02	2.105
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2014M01	2.645
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2013M12	2.457
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2013M11	3.931
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2013M10	2.378
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2013M09	4.698
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2013M08	5.957
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2013M07	4.388
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2013M06	2.907
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2013M05	3.609
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2013M04	1.319
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2013M03	1.562
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2013M02	869
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2013M01	1.386
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2012M12	1.573
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2012M11	1.627
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2012M10	2.012
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2012M09	1.330
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2012M08	2.155
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2012M07	2.269
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2012M06	990
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2012M05	1.186
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2012M04	834
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2012M03	590
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2012M02	193
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2012M01	570
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2011M12	701
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2011M11	719
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2011M10	1.713
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2011M09	1.046
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2011M08	2.919
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2011M07	1.423
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2011M06	647
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2011M05	527
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2011M04	967
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2011M03	791
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2011M02	794
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2011M01	760
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2010M12	489
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2010M11	598
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2010M10	1.269
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2010M09	879
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2010M08	1.623
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2010M07	1.708
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2010M06	1.009
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2010M05	947
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2010M04	530
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2010M03	1.026
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2010M02	524
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2010M01	89
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2009M12	64
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2009M11	148
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2009M10	582
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2009M09	156
