Regional totals	Autonomous Communities and Cities	Guests and overnight stays	Residence: Nivel 1	Residence: Nivel 2	Periodo	Total
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2024M03	31.662
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2024M02	21.011
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2024M01	18.248
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2023M12	29.121
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2023M11	20.884
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2023M10	32.721
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2023M09	29.059
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2023M08	50.314
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2023M07	38.768
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2023M06	31.018
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2023M05	28.920
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2023M04	39.409
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2023M03	26.068
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2023M02	21.323
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2023M01	23.863
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2022M12	30.071
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2022M11	23.475
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2022M10	28.998
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2022M09	31.780
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2022M08	51.877
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2022M07	41.763
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2022M06	25.379
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2022M05	28.320
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2022M04	38.883
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2022M03	25.683
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2022M02	19.878
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2022M01	20.441
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2021M12	32.369
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2021M11	24.046
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2021M10	39.495
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2021M09	29.629
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2021M08	61.553
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2021M07	41.006
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2021M06	27.313
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2021M05	20.681
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2021M04	19.306
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2021M03	18.357
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2021M02	11.964
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2021M01	10.544
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2020M12	12.763
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2020M11	11.541
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2020M10	21.208
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2020M09	21.567
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2020M08	53.673
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2020M07	37.101
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2020M06	12.961
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2020M05	.
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2020M04	0
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2020M03	12.169
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2020M02	20.110
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2020M01	15.896
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2019M12	30.472
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2019M11	24.786
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2019M10	27.064
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2019M09	25.883
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2019M08	48.419
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2019M07	34.028
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2019M06	33.228
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2019M05	30.581
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2019M04	36.342
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2019M03	24.807
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2019M02	17.313
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2019M01	14.717
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2018M12	32.490
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2018M11	22.265
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2018M10	29.266
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2018M09	22.261
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2018M08	49.683
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2018M07	28.211
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2018M06	26.284
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2018M05	21.713
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2018M04	27.354
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2018M03	27.323
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2018M02	17.057
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2018M01	15.742
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2017M12	34.202
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2017M11	21.315
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2017M10	30.253
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2017M09	25.382
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2017M08	46.573
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2017M07	26.936
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2017M06	23.173
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2017M05	18.410
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2017M04	35.681
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2017M03	17.939
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2017M02	14.138
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2017M01	13.800
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2016M12	24.575
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2016M11	16.223
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2016M10	24.199
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2016M09	19.713
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2016M08	44.289
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2016M07	26.337
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2016M06	19.414
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2016M05	16.567
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2016M04	16.315
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2016M03	21.342
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2016M02	10.817
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2016M01	11.709
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2015M12	24.411
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2015M11	13.587
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2015M10	22.669
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2015M09	16.276
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2015M08	41.541
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2015M07	22.141
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2015M06	14.916
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2015M05	15.256
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2015M04	19.777
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2015M03	10.442
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2015M02	8.382
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2015M01	7.507
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2014M12	16.749
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2014M11	12.988
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2014M10	17.648
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2014M09	15.458
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2014M08	38.698
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2014M07	20.904
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2014M06	17.163
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2014M05	15.796
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2014M04	20.106
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2014M03	9.629
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2014M02	6.733
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2014M01	7.022
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2013M12	14.130
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2013M11	13.263
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2013M10	13.736
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2013M09	12.485
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2013M08	35.417
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2013M07	21.034
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2013M06	13.522
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2013M05	12.693
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2013M04	8.653
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2013M03	16.203
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2013M02	6.345
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2013M01	5.880
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2012M12	12.107
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2012M11	10.276
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2012M10	11.092
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2012M09	9.008
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2012M08	23.659
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2012M07	12.873
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2012M06	12.600
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2012M05	9.117
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2012M04	16.834
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2012M03	11.213
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2012M02	6.494
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2012M01	4.365
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2011M12	15.044
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2011M11	7.522
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2011M10	13.709
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2011M09	12.166
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2011M08	31.250
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2011M07	18.767
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2011M06	11.980
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2011M05	10.604
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2011M04	17.773
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2011M03	7.583
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2011M02	6.891
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2011M01	6.450
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2010M12	14.422
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2010M11	9.459
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2010M10	18.766
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2010M09	11.151
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2010M08	25.551
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2010M07	13.348
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2010M06	8.964
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2010M05	10.284
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2010M04	17.526
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2010M03	10.423
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2010M02	6.402
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2010M01	5.989
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2009M12	12.930
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2009M11	8.179
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2009M10	13.877
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2009M09	8.896
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2009M08	23.094
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2009M07	15.873
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2009M06	11.953
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2009M05	12.096
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2009M04	18.014
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2009M03	9.378
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2009M02	5.426
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2009M01	4.256
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2008M12	9.800
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2008M11	7.836
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2008M10	8.681
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2008M09	6.614
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2008M08	19.690
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2008M07	12.514
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2008M06	10.741
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2008M05	12.651
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2008M04	7.897
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2008M03	12.679
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2008M02	6.043
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2008M01	4.739
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2007M12	11.330
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2007M11	10.460
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2007M10	13.273
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2007M09	12.162
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2007M08	21.051
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2007M07	15.883
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2007M06	10.746
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2007M05	7.499
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2007M04	14.316
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2007M03	6.528
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2007M02	5.510
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2007M01	4.495
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2006M12	9.207
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2006M11	5.958
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2006M10	7.943
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2006M09	8.931
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2006M08	17.595
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2006M07	8.646
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2006M06	3.173
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2006M05	3.375
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2006M04	6.356
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2006M03	3.385
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2006M02	3.066
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2006M01	2.757
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2005M12	4.506
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2005M11	2.849
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2005M10	4.497
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2005M09	5.328
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2005M08	10.778
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2005M07	6.311
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2005M06	3.528
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2005M05	4.579
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2005M04	3.700
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2005M03	4.668
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2005M02	2.554
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2005M01	3.272
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2004M12	4.307
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2004M11	2.927
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2004M10	5.457
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2004M09	5.160
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2004M08	10.932
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2004M07	5.480
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2004M06	2.720
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2004M05	3.763
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2004M04	5.212
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2004M03	2.885
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2004M02	2.293
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2004M01	2.707
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2003M12	3.467
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2003M11	3.116
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2003M10	3.138
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2003M09	4.094
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2003M08	9.885
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2003M07	4.287
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2003M06	3.224
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2003M05	2.952
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2003M04	3.430
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2003M03	2.213
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2003M02	1.731
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2003M01	1.648
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2002M12	2.168
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2002M11	2.415
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2002M10	2.233
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2002M09	2.574
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2002M08	6.483
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2002M07	4.039
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2002M06	2.004
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2002M05	2.086
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2002M04	1.468
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2002M03	2.462
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2002M02	1.287
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2002M01	1.250
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2001M12	1.292
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2001M11	1.530
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2001M10	1.335
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2001M09	2.484
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2001M08	5.332
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2001M07	2.133
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2001M06	1.470
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2001M05	1.232
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2001M04	1.452
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2001M03	1.106
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2001M02	896
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2001M01	957
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2000M12	535
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2000M11	544
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2000M10	843
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2000M09	868
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2000M08	5.473
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2000M07	2.451
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2000M06	1.006
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2000M05	882
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2000M04	1.380
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2000M03	781
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2000M02	814
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents in Spain	2000M01	787
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2025M08	4.416
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2025M07	26.387
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2025M06	3.010
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2025M05	3.705
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2025M04	4.612
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2025M03	8.480
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2025M02	7.117
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2025M01	7.668
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2024M12	7.815
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2024M11	4.863
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2024M10	8.197
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2024M09	5.128
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2024M08	4.828
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2024M07	5.776
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2024M06	3.074
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2024M05	3.893
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2024M04	4.219
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2024M03	2.367
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2024M02	2.283
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2024M01	1.979
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2023M12	2.383
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2023M11	2.226
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2023M10	3.093
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2023M09	3.489
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2023M08	4.368
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2023M07	5.408
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2023M06	4.960
