Regional totals	Autonomous Communities and Cities	Guests and overnight stays	Residence: Nivel 1	Residence: Nivel 2	Periodo	Total
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2007M03	2.845
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2007M02	1.784
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2007M01	1.659
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2006M12	2.982
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2006M11	3.084
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2006M10	6.559
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2006M09	5.379
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2006M08	12.238
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2006M07	7.695
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2006M06	3.439
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2006M05	3.896
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2006M04	2.482
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2006M03	1.219
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2006M02	478
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2006M01	1.022
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2005M12	2.606
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2005M11	865
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2005M10	2.719
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2005M09	2.539
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2005M08	10.148
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2005M07	9.142
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2005M06	4.653
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2005M05	3.917
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2005M04	4.393
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2005M03	1.540
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2005M02	1.521
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2005M01	1.499
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2004M12	1.026
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2004M11	2.165
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2004M10	2.043
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2004M09	4.165
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2004M08	7.453
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2004M07	7.275
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2004M06	5.430
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2004M05	4.025
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2004M04	3.443
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2004M03	1.224
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2004M02	909
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2004M01	904
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2003M12	799
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2003M11	965
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2003M10	3.210
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2003M09	4.339
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2003M08	10.825
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2003M07	10.750
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2003M06	2.722
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2003M05	3.047
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2003M04	1.917
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2003M03	472
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2003M02	430
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2003M01	62
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2002M12	865
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2002M11	865
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2002M10	1.860
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2002M09	3.447
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2002M08	14.607
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2002M07	8.876
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2002M06	3.527
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2002M05	3.122
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2002M04	1.840
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2002M03	301
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2002M02	528
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2002M01	799
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2001M12	1.273
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2001M11	440
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2001M10	767
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2001M09	2.490
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2001M08	8.504
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2001M07	8.866
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2001M06	1.673
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2001M05	3.220
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2001M04	2.251
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2001M03	402
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2001M02	16
National Total	02 Aragón	Overnight stays	Total	Residents abroad	2001M01	489
National Total	03 Asturias, Principado de	Guests	Total		2025M08	61.017
National Total	03 Asturias, Principado de	Guests	Total		2025M07	49.440
National Total	03 Asturias, Principado de	Guests	Total		2025M06	32.318
National Total	03 Asturias, Principado de	Guests	Total		2025M05	23.496
National Total	03 Asturias, Principado de	Guests	Total		2025M04	25.146
National Total	03 Asturias, Principado de	Guests	Total		2025M03	12.201
National Total	03 Asturias, Principado de	Guests	Total		2025M02	8.883
National Total	03 Asturias, Principado de	Guests	Total		2025M01	5.022
National Total	03 Asturias, Principado de	Guests	Total		2024M12	11.815
National Total	03 Asturias, Principado de	Guests	Total		2024M11	15.520
National Total	03 Asturias, Principado de	Guests	Total		2024M10	20.506
National Total	03 Asturias, Principado de	Guests	Total		2024M09	31.940
National Total	03 Asturias, Principado de	Guests	Total		2024M08	63.313
National Total	03 Asturias, Principado de	Guests	Total		2024M07	52.388
National Total	03 Asturias, Principado de	Guests	Total		2024M06	29.253
National Total	03 Asturias, Principado de	Guests	Total		2024M05	25.657
National Total	03 Asturias, Principado de	Guests	Total		2024M04	17.526
National Total	03 Asturias, Principado de	Guests	Total		2024M03	22.970
National Total	03 Asturias, Principado de	Guests	Total		2024M02	6.697
National Total	03 Asturias, Principado de	Guests	Total		2024M01	6.284
National Total	03 Asturias, Principado de	Guests	Total		2023M12	13.525
National Total	03 Asturias, Principado de	Guests	Total		2023M11	10.257
National Total	03 Asturias, Principado de	Guests	Total		2023M10	22.841
National Total	03 Asturias, Principado de	Guests	Total		2023M09	32.232
National Total	03 Asturias, Principado de	Guests	Total		2023M08	67.085
National Total	03 Asturias, Principado de	Guests	Total		2023M07	54.163
National Total	03 Asturias, Principado de	Guests	Total		2023M06	26.179
National Total	03 Asturias, Principado de	Guests	Total		2023M05	17.617
National Total	03 Asturias, Principado de	Guests	Total		2023M04	31.065
National Total	03 Asturias, Principado de	Guests	Total		2023M03	9.010
National Total	03 Asturias, Principado de	Guests	Total		2023M02	8.894
National Total	03 Asturias, Principado de	Guests	Total		2023M01	6.147
National Total	03 Asturias, Principado de	Guests	Total		2022M12	14.023
National Total	03 Asturias, Principado de	Guests	Total		2022M11	8.472
National Total	03 Asturias, Principado de	Guests	Total		2022M10	19.657
National Total	03 Asturias, Principado de	Guests	Total		2022M09	28.445
National Total	03 Asturias, Principado de	Guests	Total		2022M08	65.321
National Total	03 Asturias, Principado de	Guests	Total		2022M07	48.356
National Total	03 Asturias, Principado de	Guests	Total		2022M06	20.874
National Total	03 Asturias, Principado de	Guests	Total		2022M05	16.074
National Total	03 Asturias, Principado de	Guests	Total		2022M04	22.015
National Total	03 Asturias, Principado de	Guests	Total		2022M03	7.717
National Total	03 Asturias, Principado de	Guests	Total		2022M02	9.648
National Total	03 Asturias, Principado de	Guests	Total		2022M01	7.018
National Total	03 Asturias, Principado de	Guests	Total		2021M12	16.122
National Total	03 Asturias, Principado de	Guests	Total		2021M11	10.323
National Total	03 Asturias, Principado de	Guests	Total		2021M10	29.509
National Total	03 Asturias, Principado de	Guests	Total		2021M09	36.473
National Total	03 Asturias, Principado de	Guests	Total		2021M08	63.986
National Total	03 Asturias, Principado de	Guests	Total		2021M07	50.558
National Total	03 Asturias, Principado de	Guests	Total		2021M06	25.677
National Total	03 Asturias, Principado de	Guests	Total		2021M05	10.687
National Total	03 Asturias, Principado de	Guests	Total		2021M04	1.912
National Total	03 Asturias, Principado de	Guests	Total		2021M03	414
National Total	03 Asturias, Principado de	Guests	Total		2021M02	232
National Total	03 Asturias, Principado de	Guests	Total		2021M01	264
National Total	03 Asturias, Principado de	Guests	Total		2020M12	434
National Total	03 Asturias, Principado de	Guests	Total		2020M11	292
National Total	03 Asturias, Principado de	Guests	Total		2020M10	15.667
National Total	03 Asturias, Principado de	Guests	Total		2020M09	30.581
National Total	03 Asturias, Principado de	Guests	Total		2020M08	61.512
National Total	03 Asturias, Principado de	Guests	Total		2020M07	48.239
National Total	03 Asturias, Principado de	Guests	Total		2020M06	11.514
National Total	03 Asturias, Principado de	Guests	Total		2020M05	466
National Total	03 Asturias, Principado de	Guests	Total		2020M04	.
National Total	03 Asturias, Principado de	Guests	Total		2020M03	2.825
National Total	03 Asturias, Principado de	Guests	Total		2020M02	11.371
National Total	03 Asturias, Principado de	Guests	Total		2020M01	7.646
National Total	03 Asturias, Principado de	Guests	Total		2019M12	21.048
National Total	03 Asturias, Principado de	Guests	Total		2019M11	13.198
National Total	03 Asturias, Principado de	Guests	Total		2019M10	18.994
National Total	03 Asturias, Principado de	Guests	Total		2019M09	32.911
National Total	03 Asturias, Principado de	Guests	Total		2019M08	61.886
National Total	03 Asturias, Principado de	Guests	Total		2019M07	48.196
National Total	03 Asturias, Principado de	Guests	Total		2019M06	30.681
National Total	03 Asturias, Principado de	Guests	Total		2019M05	22.387
National Total	03 Asturias, Principado de	Guests	Total		2019M04	26.940
National Total	03 Asturias, Principado de	Guests	Total		2019M03	12.457
National Total	03 Asturias, Principado de	Guests	Total		2019M02	8.305
National Total	03 Asturias, Principado de	Guests	Total		2019M01	6.543
National Total	03 Asturias, Principado de	Guests	Total		2018M12	17.260
National Total	03 Asturias, Principado de	Guests	Total		2018M11	13.024
National Total	03 Asturias, Principado de	Guests	Total		2018M10	21.043
National Total	03 Asturias, Principado de	Guests	Total		2018M09	32.136
National Total	03 Asturias, Principado de	Guests	Total		2018M08	63.273
National Total	03 Asturias, Principado de	Guests	Total		2018M07	45.304
National Total	03 Asturias, Principado de	Guests	Total		2018M06	23.754
National Total	03 Asturias, Principado de	Guests	Total		2018M05	17.942
National Total	03 Asturias, Principado de	Guests	Total		2018M04	19.096
National Total	03 Asturias, Principado de	Guests	Total		2018M03	18.649
National Total	03 Asturias, Principado de	Guests	Total		2018M02	7.558
National Total	03 Asturias, Principado de	Guests	Total		2018M01	7.651
National Total	03 Asturias, Principado de	Guests	Total		2017M12	18.117
National Total	03 Asturias, Principado de	Guests	Total		2017M11	8.017
National Total	03 Asturias, Principado de	Guests	Total		2017M10	20.179
National Total	03 Asturias, Principado de	Guests	Total		2017M09	31.770
National Total	03 Asturias, Principado de	Guests	Total		2017M08	62.120
National Total	03 Asturias, Principado de	Guests	Total		2017M07	50.034
National Total	03 Asturias, Principado de	Guests	Total		2017M06	24.600
National Total	03 Asturias, Principado de	Guests	Total		2017M05	17.983
National Total	03 Asturias, Principado de	Guests	Total		2017M04	30.106
National Total	03 Asturias, Principado de	Guests	Total		2017M03	8.549
National Total	03 Asturias, Principado de	Guests	Total		2017M02	6.830
National Total	03 Asturias, Principado de	Guests	Total		2017M01	4.580
National Total	03 Asturias, Principado de	Guests	Total		2016M12	11.095
National Total	03 Asturias, Principado de	Guests	Total		2016M11	5.858
National Total	03 Asturias, Principado de	Guests	Total		2016M10	16.422
National Total	03 Asturias, Principado de	Guests	Total		2016M09	23.185
National Total	03 Asturias, Principado de	Guests	Total		2016M08	56.450
National Total	03 Asturias, Principado de	Guests	Total		2016M07	44.233
National Total	03 Asturias, Principado de	Guests	Total		2016M06	19.786
National Total	03 Asturias, Principado de	Guests	Total		2016M05	13.513
National Total	03 Asturias, Principado de	Guests	Total		2016M04	11.008
National Total	03 Asturias, Principado de	Guests	Total		2016M03	17.812
National Total	03 Asturias, Principado de	Guests	Total		2016M02	5.068
National Total	03 Asturias, Principado de	Guests	Total		2016M01	4.429
National Total	03 Asturias, Principado de	Guests	Total		2015M12	12.338
National Total	03 Asturias, Principado de	Guests	Total		2015M11	7.885
National Total	03 Asturias, Principado de	Guests	Total		2015M10	16.635
National Total	03 Asturias, Principado de	Guests	Total		2015M09	22.296
National Total	03 Asturias, Principado de	Guests	Total		2015M08	51.369
National Total	03 Asturias, Principado de	Guests	Total		2015M07	36.347
