Regional totals	Autonomous Communities and Cities	Guests and overnight stays	Residence: Nivel 1	Residence: Nivel 2	Periodo	Total
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2006M12	447
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2006M11	464
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2006M10	172
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2006M09	1.275
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2006M08	2.764
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2006M07	1.700
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2006M06	347
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2006M05	151
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2006M04	332
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2006M03	176
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2006M02	184
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2006M01	880
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2005M12	540
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2005M11	796
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2005M10	828
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2005M09	927
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2005M08	2.523
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2005M07	1.205
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2005M06	1.138
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2005M05	689
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2005M04	1.223
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2005M03	623
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2005M02	510
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2005M01	322
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2004M12	164
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2004M11	188
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2004M10	263
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2004M09	485
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2004M08	2.393
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2004M07	1.377
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2004M06	101
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2004M05	647
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2004M04	246
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2004M03	170
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2004M02	33
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2004M01	403
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2003M12	416
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2003M11	405
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2003M10	396
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2003M09	517
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2003M08	541
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2003M07	619
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2003M06	348
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2003M05	396
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2003M04	479
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2003M03	97
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2003M02	112
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2003M01	389
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2002M12	34
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2002M11	34
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2002M10	368
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2002M09	264
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2002M08	2.080
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2002M07	888
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2002M06	334
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2002M05	288
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2002M04	160
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2002M03	120
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2002M02	148
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2002M01	60
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2001M12	226
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2001M11	30
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2001M10	129
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2001M09	334
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2001M08	654
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2001M07	342
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2001M06	204
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2001M05	414
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2001M04	396
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2001M03	323
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2001M02	254
National Total	08 Castilla - La Mancha	Overnight stays	Total	Residents abroad	2001M01	66
National Total	09 Cataluña	Guests	Total		2025M08	58.030
National Total	09 Cataluña	Guests	Total		2025M07	55.011
National Total	09 Cataluña	Guests	Total		2025M06	49.716
National Total	09 Cataluña	Guests	Total		2025M05	43.960
National Total	09 Cataluña	Guests	Total		2025M04	39.688
National Total	09 Cataluña	Guests	Total		2025M03	32.291
National Total	09 Cataluña	Guests	Total		2025M02	26.426
National Total	09 Cataluña	Guests	Total		2025M01	23.920
National Total	09 Cataluña	Guests	Total		2024M12	45.709
National Total	09 Cataluña	Guests	Total		2024M11	41.987
National Total	09 Cataluña	Guests	Total		2024M10	45.368
National Total	09 Cataluña	Guests	Total		2024M09	47.171
National Total	09 Cataluña	Guests	Total		2024M08	60.877
National Total	09 Cataluña	Guests	Total		2024M07	49.079
National Total	09 Cataluña	Guests	Total		2024M06	51.554
National Total	09 Cataluña	Guests	Total		2024M05	44.615
National Total	09 Cataluña	Guests	Total		2024M04	34.829
National Total	09 Cataluña	Guests	Total		2024M03	42.848
National Total	09 Cataluña	Guests	Total		2024M02	29.520
National Total	09 Cataluña	Guests	Total		2024M01	18.926
National Total	09 Cataluña	Guests	Total		2023M12	44.725
National Total	09 Cataluña	Guests	Total		2023M11	32.445
National Total	09 Cataluña	Guests	Total		2023M10	42.049
National Total	09 Cataluña	Guests	Total		2023M09	50.351
National Total	09 Cataluña	Guests	Total		2023M08	61.694
National Total	09 Cataluña	Guests	Total		2023M07	54.915
National Total	09 Cataluña	Guests	Total		2023M06	50.150
National Total	09 Cataluña	Guests	Total		2023M05	39.017
National Total	09 Cataluña	Guests	Total		2023M04	48.266
National Total	09 Cataluña	Guests	Total		2023M03	31.167
National Total	09 Cataluña	Guests	Total		2023M02	28.635
National Total	09 Cataluña	Guests	Total		2023M01	22.765
National Total	09 Cataluña	Guests	Total		2022M12	43.489
National Total	09 Cataluña	Guests	Total		2022M11	31.268
National Total	09 Cataluña	Guests	Total		2022M10	44.862
National Total	09 Cataluña	Guests	Total		2022M09	43.961
National Total	09 Cataluña	Guests	Total		2022M08	60.443
National Total	09 Cataluña	Guests	Total		2022M07	59.912
National Total	09 Cataluña	Guests	Total		2022M06	47.465
National Total	09 Cataluña	Guests	Total		2022M05	37.721
National Total	09 Cataluña	Guests	Total		2022M04	43.498
National Total	09 Cataluña	Guests	Total		2022M03	28.228
National Total	09 Cataluña	Guests	Total		2022M02	29.562
National Total	09 Cataluña	Guests	Total		2022M01	21.594
National Total	09 Cataluña	Guests	Total		2021M12	40.712
National Total	09 Cataluña	Guests	Total		2021M11	33.943
National Total	09 Cataluña	Guests	Total		2021M10	51.960
National Total	09 Cataluña	Guests	Total		2021M09	45.689
National Total	09 Cataluña	Guests	Total		2021M08	63.196
National Total	09 Cataluña	Guests	Total		2021M07	55.515
National Total	09 Cataluña	Guests	Total		2021M06	43.700
National Total	09 Cataluña	Guests	Total		2021M05	30.208
National Total	09 Cataluña	Guests	Total		2021M04	16.722
National Total	09 Cataluña	Guests	Total		2021M03	11.745
National Total	09 Cataluña	Guests	Total		2021M02	1.465
National Total	09 Cataluña	Guests	Total		2021M01	3.273
National Total	09 Cataluña	Guests	Total		2020M12	17.832
National Total	09 Cataluña	Guests	Total		2020M11	3.346
National Total	09 Cataluña	Guests	Total		2020M10	18.957
National Total	09 Cataluña	Guests	Total		2020M09	37.485
National Total	09 Cataluña	Guests	Total		2020M08	59.953
National Total	09 Cataluña	Guests	Total		2020M07	51.422
National Total	09 Cataluña	Guests	Total		2020M06	21.615
National Total	09 Cataluña	Guests	Total		2020M05	513
National Total	09 Cataluña	Guests	Total		2020M04	.
National Total	09 Cataluña	Guests	Total		2020M03	7.423
National Total	09 Cataluña	Guests	Total		2020M02	30.983
National Total	09 Cataluña	Guests	Total		2020M01	25.590
National Total	09 Cataluña	Guests	Total		2019M12	45.934
National Total	09 Cataluña	Guests	Total		2019M11	43.080
National Total	09 Cataluña	Guests	Total		2019M10	40.145
National Total	09 Cataluña	Guests	Total		2019M09	43.396
National Total	09 Cataluña	Guests	Total		2019M08	62.488
National Total	09 Cataluña	Guests	Total		2019M07	51.857
National Total	09 Cataluña	Guests	Total		2019M06	53.710
National Total	09 Cataluña	Guests	Total		2019M05	39.686
National Total	09 Cataluña	Guests	Total		2019M04	39.081
National Total	09 Cataluña	Guests	Total		2019M03	36.955
National Total	09 Cataluña	Guests	Total		2019M02	27.019
National Total	09 Cataluña	Guests	Total		2019M01	20.431
National Total	09 Cataluña	Guests	Total		2018M12	47.672
National Total	09 Cataluña	Guests	Total		2018M11	37.564
National Total	09 Cataluña	Guests	Total		2018M10	38.967
National Total	09 Cataluña	Guests	Total		2018M09	41.252
National Total	09 Cataluña	Guests	Total		2018M08	58.020
National Total	09 Cataluña	Guests	Total		2018M07	49.695
National Total	09 Cataluña	Guests	Total		2018M06	50.379
National Total	09 Cataluña	Guests	Total		2018M05	36.602
National Total	09 Cataluña	Guests	Total		2018M04	37.355
National Total	09 Cataluña	Guests	Total		2018M03	43.940
National Total	09 Cataluña	Guests	Total		2018M02	25.025
National Total	09 Cataluña	Guests	Total		2018M01	18.749
National Total	09 Cataluña	Guests	Total		2017M12	43.988
National Total	09 Cataluña	Guests	Total		2017M11	29.486
National Total	09 Cataluña	Guests	Total		2017M10	32.930
National Total	09 Cataluña	Guests	Total		2017M09	39.481
National Total	09 Cataluña	Guests	Total		2017M08	57.383
National Total	09 Cataluña	Guests	Total		2017M07	52.165
National Total	09 Cataluña	Guests	Total		2017M06	45.357
National Total	09 Cataluña	Guests	Total		2017M05	31.340
National Total	09 Cataluña	Guests	Total		2017M04	39.258
National Total	09 Cataluña	Guests	Total		2017M03	26.721
National Total	09 Cataluña	Guests	Total		2017M02	25.595
National Total	09 Cataluña	Guests	Total		2017M01	16.858
National Total	09 Cataluña	Guests	Total		2016M12	40.504
National Total	09 Cataluña	Guests	Total		2016M11	26.007
National Total	09 Cataluña	Guests	Total		2016M10	36.156
National Total	09 Cataluña	Guests	Total		2016M09	31.932
National Total	09 Cataluña	Guests	Total		2016M08	50.219
National Total	09 Cataluña	Guests	Total		2016M07	45.411
National Total	09 Cataluña	Guests	Total		2016M06	37.212
National Total	09 Cataluña	Guests	Total		2016M05	31.468
National Total	09 Cataluña	Guests	Total		2016M04	25.471
National Total	09 Cataluña	Guests	Total		2016M03	31.225
National Total	09 Cataluña	Guests	Total		2016M02	21.508
National Total	09 Cataluña	Guests	Total		2016M01	17.120
National Total	09 Cataluña	Guests	Total		2015M12	37.834
National Total	09 Cataluña	Guests	Total		2015M11	26.042
National Total	09 Cataluña	Guests	Total		2015M10	37.214
National Total	09 Cataluña	Guests	Total		2015M09	33.925
National Total	09 Cataluña	Guests	Total		2015M08	50.189
National Total	09 Cataluña	Guests	Total		2015M07	40.213
National Total	09 Cataluña	Guests	Total		2015M06	35.660
National Total	09 Cataluña	Guests	Total		2015M05	36.285
National Total	09 Cataluña	Guests	Total		2015M04	32.238
National Total	09 Cataluña	Guests	Total		2015M03	22.550
National Total	09 Cataluña	Guests	Total		2015M02	19.519
National Total	09 Cataluña	Guests	Total		2015M01	13.728
National Total	09 Cataluña	Guests	Total		2014M12	34.646
National Total	09 Cataluña	Guests	Total		2014M11	25.024
National Total	09 Cataluña	Guests	Total		2014M10	29.190
National Total	09 Cataluña	Guests	Total		2014M09	28.185
National Total	09 Cataluña	Guests	Total		2014M08	47.861
National Total	09 Cataluña	Guests	Total		2014M07	34.841
National Total	09 Cataluña	Guests	Total		2014M06	32.221
National Total	09 Cataluña	Guests	Total		2014M05	25.868
National Total	09 Cataluña	Guests	Total		2014M04	26.016
National Total	09 Cataluña	Guests	Total		2014M03	20.299
National Total	09 Cataluña	Guests	Total		2014M02	16.696
National Total	09 Cataluña	Guests	Total		2014M01	11.916
National Total	09 Cataluña	Guests	Total		2013M12	26.345
National Total	09 Cataluña	Guests	Total		2013M11	23.111
National Total	09 Cataluña	Guests	Total		2013M10	23.048
National Total	09 Cataluña	Guests	Total		2013M09	21.547
National Total	09 Cataluña	Guests	Total		2013M08	37.088
National Total	09 Cataluña	Guests	Total		2013M07	28.122
National Total	09 Cataluña	Guests	Total		2013M06	28.319
National Total	09 Cataluña	Guests	Total		2013M05	22.648
National Total	09 Cataluña	Guests	Total		2013M04	15.550
National Total	09 Cataluña	Guests	Total		2013M03	22.144
National Total	09 Cataluña	Guests	Total		2013M02	12.011
National Total	09 Cataluña	Guests	Total		2013M01	8.558
National Total	09 Cataluña	Guests	Total		2012M12	28.237
National Total	09 Cataluña	Guests	Total		2012M11	19.389
National Total	09 Cataluña	Guests	Total		2012M10	26.180
National Total	09 Cataluña	Guests	Total		2012M09	24.803
National Total	09 Cataluña	Guests	Total		2012M08	35.307
National Total	09 Cataluña	Guests	Total		2012M07	31.119
National Total	09 Cataluña	Guests	Total		2012M06	27.806
National Total	09 Cataluña	Guests	Total		2012M05	24.623
National Total	09 Cataluña	Guests	Total		2012M04	26.792
National Total	09 Cataluña	Guests	Total		2012M03	19.278
National Total	09 Cataluña	Guests	Total		2012M02	15.781
National Total	09 Cataluña	Guests	Total		2012M01	11.547
National Total	09 Cataluña	Guests	Total		2011M12	31.231
National Total	09 Cataluña	Guests	Total		2011M11	22.419
National Total	09 Cataluña	Guests	Total		2011M10	27.631
National Total	09 Cataluña	Guests	Total		2011M09	24.369
National Total	09 Cataluña	Guests	Total		2011M08	39.040
National Total	09 Cataluña	Guests	Total		2011M07	31.549
National Total	09 Cataluña	Guests	Total		2011M06	29.920
National Total	09 Cataluña	Guests	Total		2011M05	24.661
National Total	09 Cataluña	Guests	Total		2011M04	28.766
National Total	09 Cataluña	Guests	Total		2011M03	22.358
National Total	09 Cataluña	Guests	Total		2011M02	17.994
National Total	09 Cataluña	Guests	Total		2011M01	12.004
National Total	09 Cataluña	Guests	Total		2010M12	30.387
National Total	09 Cataluña	Guests	Total		2010M11	20.049
National Total	09 Cataluña	Guests	Total		2010M10	30.112
National Total	09 Cataluña	Guests	Total		2010M09	24.554
National Total	09 Cataluña	Guests	Total		2010M08	31.224
National Total	09 Cataluña	Guests	Total		2010M07	30.950
National Total	09 Cataluña	Guests	Total		2010M06	26.792
National Total	09 Cataluña	Guests	Total		2010M05	24.183
National Total	09 Cataluña	Guests	Total		2010M04	23.343
National Total	09 Cataluña	Guests	Total		2010M03	22.924
National Total	09 Cataluña	Guests	Total		2010M02	18.370
National Total	09 Cataluña	Guests	Total		2010M01	15.393
National Total	09 Cataluña	Guests	Total		2009M12	33.685
National Total	09 Cataluña	Guests	Total		2009M11	24.901
National Total	09 Cataluña	Guests	Total		2009M10	30.268
National Total	09 Cataluña	Guests	Total		2009M09	28.195
National Total	09 Cataluña	Guests	Total		2009M08	33.609
National Total	09 Cataluña	Guests	Total		2009M07	35.741
National Total	09 Cataluña	Guests	Total		2009M06	28.091
National Total	09 Cataluña	Guests	Total		2009M05	26.961
National Total	09 Cataluña	Guests	Total		2009M04	31.124
National Total	09 Cataluña	Guests	Total		2009M03	22.319
National Total	09 Cataluña	Guests	Total		2009M02	19.930
National Total	09 Cataluña	Guests	Total		2009M01	15.985
National Total	09 Cataluña	Guests	Total		2008M12	32.126
National Total	09 Cataluña	Guests	Total		2008M11	26.954
National Total	09 Cataluña	Guests	Total		2008M10	28.947
National Total	09 Cataluña	Guests	Total		2008M09	27.064
National Total	09 Cataluña	Guests	Total		2008M08	36.527
National Total	09 Cataluña	Guests	Total		2008M07	30.657
National Total	09 Cataluña	Guests	Total		2008M06	33.908
National Total	09 Cataluña	Guests	Total		2008M05	26.685
National Total	09 Cataluña	Guests	Total		2008M04	26.040
National Total	09 Cataluña	Guests	Total		2008M03	29.421
National Total	09 Cataluña	Guests	Total		2008M02	22.421
National Total	09 Cataluña	Guests	Total		2008M01	15.962
National Total	09 Cataluña	Guests	Total		2007M12	33.657
National Total	09 Cataluña	Guests	Total		2007M11	21.633
National Total	09 Cataluña	Guests	Total		2007M10	31.079
National Total	09 Cataluña	Guests	Total		2007M09	23.734
National Total	09 Cataluña	Guests	Total		2007M08	35.232
National Total	09 Cataluña	Guests	Total		2007M07	31.000
National Total	09 Cataluña	Guests	Total		2007M06	30.237
National Total	09 Cataluña	Guests	Total		2007M05	24.744
National Total	09 Cataluña	Guests	Total		2007M04	31.115
National Total	09 Cataluña	Guests	Total		2007M03	22.333
National Total	09 Cataluña	Guests	Total		2007M02	18.996
National Total	09 Cataluña	Guests	Total		2007M01	11.654
National Total	09 Cataluña	Guests	Total		2006M12	28.966
National Total	09 Cataluña	Guests	Total		2006M11	22.099
National Total	09 Cataluña	Guests	Total		2006M10	25.395
National Total	09 Cataluña	Guests	Total		2006M09	22.341
National Total	09 Cataluña	Guests	Total		2006M08	28.643
National Total	09 Cataluña	Guests	Total		2006M07	25.251
National Total	09 Cataluña	Guests	Total		2006M06	25.202
National Total	09 Cataluña	Guests	Total		2006M05	18.816
National Total	09 Cataluña	Guests	Total		2006M04	26.959
National Total	09 Cataluña	Guests	Total		2006M03	18.918
National Total	09 Cataluña	Guests	Total		2006M02	16.071
National Total	09 Cataluña	Guests	Total		2006M01	11.732
National Total	09 Cataluña	Guests	Total		2005M12	25.412
National Total	09 Cataluña	Guests	Total		2005M11	17.210
National Total	09 Cataluña	Guests	Total		2005M10	20.569
National Total	09 Cataluña	Guests	Total		2005M09	18.540
National Total	09 Cataluña	Guests	Total		2005M08	26.997
National Total	09 Cataluña	Guests	Total		2005M07	22.685
National Total	09 Cataluña	Guests	Total		2005M06	19.767
National Total	09 Cataluña	Guests	Total		2005M05	18.087
National Total	09 Cataluña	Guests	Total		2005M04	15.004
National Total	09 Cataluña	Guests	Total		2005M03	20.816
National Total	09 Cataluña	Guests	Total		2005M02	12.611
National Total	09 Cataluña	Guests	Total		2005M01	10.582
National Total	09 Cataluña	Guests	Total		2004M12	19.904
National Total	09 Cataluña	Guests	Total		2004M11	15.352
National Total	09 Cataluña	Guests	Total		2004M10	21.464
National Total	09 Cataluña	Guests	Total		2004M09	17.637
National Total	09 Cataluña	Guests	Total		2004M08	24.588
National Total	09 Cataluña	Guests	Total		2004M07	19.035
National Total	09 Cataluña	Guests	Total		2004M06	16.337
National Total	09 Cataluña	Guests	Total		2004M05	15.925
National Total	09 Cataluña	Guests	Total		2004M04	19.899
National Total	09 Cataluña	Guests	Total		2004M03	13.478
National Total	09 Cataluña	Guests	Total		2004M02	13.205
National Total	09 Cataluña	Guests	Total		2004M01	10.115
National Total	09 Cataluña	Guests	Total		2003M12	18.852
National Total	09 Cataluña	Guests	Total		2003M11	12.845
National Total	09 Cataluña	Guests	Total		2003M10	17.077
National Total	09 Cataluña	Guests	Total		2003M09	14.944
National Total	09 Cataluña	Guests	Total		2003M08	21.380
National Total	09 Cataluña	Guests	Total		2003M07	17.781
National Total	09 Cataluña	Guests	Total		2003M06	15.300
National Total	09 Cataluña	Guests	Total		2003M05	13.883
National Total	09 Cataluña	Guests	Total		2003M04	16.235
National Total	09 Cataluña	Guests	Total		2003M03	11.948
National Total	09 Cataluña	Guests	Total		2003M02	8.476
National Total	09 Cataluña	Guests	Total		2003M01	7.831
National Total	09 Cataluña	Guests	Total		2002M12	10.839
National Total	09 Cataluña	Guests	Total		2002M11	10.839
National Total	09 Cataluña	Guests	Total		2002M10	14.665
National Total	09 Cataluña	Guests	Total		2002M09	13.637
National Total	09 Cataluña	Guests	Total		2002M08	22.947
National Total	09 Cataluña	Guests	Total		2002M07	17.053
National Total	09 Cataluña	Guests	Total		2002M06	14.041
National Total	09 Cataluña	Guests	Total		2002M05	12.656
National Total	09 Cataluña	Guests	Total		2002M04	11.514
National Total	09 Cataluña	Guests	Total		2002M03	14.801
National Total	09 Cataluña	Guests	Total		2002M02	9.674
National Total	09 Cataluña	Guests	Total		2002M01	7.596
National Total	09 Cataluña	Guests	Total		2001M12	14.230
National Total	09 Cataluña	Guests	Total		2001M11	9.833
National Total	09 Cataluña	Guests	Total		2001M10	14.404
National Total	09 Cataluña	Guests	Total		2001M09	12.953
National Total	09 Cataluña	Guests	Total		2001M08	19.590
National Total	09 Cataluña	Guests	Total		2001M07	15.807
National Total	09 Cataluña	Guests	Total		2001M06	13.100
National Total	09 Cataluña	Guests	Total		2001M05	9.110
National Total	09 Cataluña	Guests	Total		2001M04	14.989
National Total	09 Cataluña	Guests	Total		2001M03	10.126
National Total	09 Cataluña	Guests	Total		2001M02	9.461
National Total	09 Cataluña	Guests	Total		2001M01	7.147
National Total	09 Cataluña	Guests	Total	Residents in Spain	2025M08	40.119
National Total	09 Cataluña	Guests	Total	Residents in Spain	2025M07	38.518
National Total	09 Cataluña	Guests	Total	Residents in Spain	2025M06	41.921
National Total	09 Cataluña	Guests	Total	Residents in Spain	2025M05	36.005
National Total	09 Cataluña	Guests	Total	Residents in Spain	2025M04	33.338
National Total	09 Cataluña	Guests	Total	Residents in Spain	2025M03	29.981
National Total	09 Cataluña	Guests	Total	Residents in Spain	2025M02	24.244
National Total	09 Cataluña	Guests	Total	Residents in Spain	2025M01	22.729
National Total	09 Cataluña	Guests	Total	Residents in Spain	2024M12	42.570
National Total	09 Cataluña	Guests	Total	Residents in Spain	2024M11	37.895
National Total	09 Cataluña	Guests	Total	Residents in Spain	2024M10	38.035
National Total	09 Cataluña	Guests	Total	Residents in Spain	2024M09	38.490
National Total	09 Cataluña	Guests	Total	Residents in Spain	2024M08	42.777
National Total	09 Cataluña	Guests	Total	Residents in Spain	2024M07	34.412
National Total	09 Cataluña	Guests	Total	Residents in Spain	2024M06	44.571
National Total	09 Cataluña	Guests	Total	Residents in Spain	2024M05	35.597
National Total	09 Cataluña	Guests	Total	Residents in Spain	2024M04	28.780
National Total	09 Cataluña	Guests	Total	Residents in Spain	2024M03	40.299
National Total	09 Cataluña	Guests	Total	Residents in Spain	2024M02	27.861
National Total	09 Cataluña	Guests	Total	Residents in Spain	2024M01	17.859
National Total	09 Cataluña	Guests	Total	Residents in Spain	2023M12	41.979
National Total	09 Cataluña	Guests	Total	Residents in Spain	2023M11	29.964
National Total	09 Cataluña	Guests	Total	Residents in Spain	2023M10	36.078
National Total	09 Cataluña	Guests	Total	Residents in Spain	2023M09	42.534
National Total	09 Cataluña	Guests	Total	Residents in Spain	2023M08	43.727
National Total	09 Cataluña	Guests	Total	Residents in Spain	2023M07	37.661
National Total	09 Cataluña	Guests	Total	Residents in Spain	2023M06	43.176
National Total	09 Cataluña	Guests	Total	Residents in Spain	2023M05	31.551
National Total	09 Cataluña	Guests	Total	Residents in Spain	2023M04	41.407
National Total	09 Cataluña	Guests	Total	Residents in Spain	2023M03	28.789
National Total	09 Cataluña	Guests	Total	Residents in Spain	2023M02	26.162
National Total	09 Cataluña	Guests	Total	Residents in Spain	2023M01	20.879
National Total	09 Cataluña	Guests	Total	Residents in Spain	2022M12	39.935
National Total	09 Cataluña	Guests	Total	Residents in Spain	2022M11	28.455
National Total	09 Cataluña	Guests	Total	Residents in Spain	2022M10	39.394
National Total	09 Cataluña	Guests	Total	Residents in Spain	2022M09	37.514
National Total	09 Cataluña	Guests	Total	Residents in Spain	2022M08	44.105
National Total	09 Cataluña	Guests	Total	Residents in Spain	2022M07	46.007
National Total	09 Cataluña	Guests	Total	Residents in Spain	2022M06	40.799
National Total	09 Cataluña	Guests	Total	Residents in Spain	2022M05	32.822
National Total	09 Cataluña	Guests	Total	Residents in Spain	2022M04	39.685
National Total	09 Cataluña	Guests	Total	Residents in Spain	2022M03	26.854
National Total	09 Cataluña	Guests	Total	Residents in Spain	2022M02	28.117
National Total	09 Cataluña	Guests	Total	Residents in Spain	2022M01	20.645
National Total	09 Cataluña	Guests	Total	Residents in Spain	2021M12	39.283
National Total	09 Cataluña	Guests	Total	Residents in Spain	2021M11	32.519
National Total	09 Cataluña	Guests	Total	Residents in Spain	2021M10	49.540
National Total	09 Cataluña	Guests	Total	Residents in Spain	2021M09	41.938
National Total	09 Cataluña	Guests	Total	Residents in Spain	2021M08	55.823
National Total	09 Cataluña	Guests	Total	Residents in Spain	2021M07	49.808
National Total	09 Cataluña	Guests	Total	Residents in Spain	2021M06	41.913
National Total	09 Cataluña	Guests	Total	Residents in Spain	2021M05	29.236
National Total	09 Cataluña	Guests	Total	Residents in Spain	2021M04	16.179
National Total	09 Cataluña	Guests	Total	Residents in Spain	2021M03	11.430
National Total	09 Cataluña	Guests	Total	Residents in Spain	2021M02	1.434
National Total	09 Cataluña	Guests	Total	Residents in Spain	2021M01	3.261
National Total	09 Cataluña	Guests	Total	Residents in Spain	2020M12	17.408
National Total	09 Cataluña	Guests	Total	Residents in Spain	2020M11	.
National Total	09 Cataluña	Guests	Total	Residents in Spain	2020M10	18.258
National Total	09 Cataluña	Guests	Total	Residents in Spain	2020M09	36.130
National Total	09 Cataluña	Guests	Total	Residents in Spain	2020M08	56.188
National Total	09 Cataluña	Guests	Total	Residents in Spain	2020M07	46.910
National Total	09 Cataluña	Guests	Total	Residents in Spain	2020M06	21.157
National Total	09 Cataluña	Guests	Total	Residents in Spain	2020M05	.
National Total	09 Cataluña	Guests	Total	Residents in Spain	2020M04	.
National Total	09 Cataluña	Guests	Total	Residents in Spain	2020M03	6.815
National Total	09 Cataluña	Guests	Total	Residents in Spain	2020M02	29.386
National Total	09 Cataluña	Guests	Total	Residents in Spain	2020M01	24.014
National Total	09 Cataluña	Guests	Total	Residents in Spain	2019M12	43.116
National Total	09 Cataluña	Guests	Total	Residents in Spain	2019M11	40.867
National Total	09 Cataluña	Guests	Total	Residents in Spain	2019M10	35.354
National Total	09 Cataluña	Guests	Total	Residents in Spain	2019M09	35.782
National Total	09 Cataluña	Guests	Total	Residents in Spain	2019M08	45.642
National Total	09 Cataluña	Guests	Total	Residents in Spain	2019M07	37.150
