Regional totals	Autonomous Communities and Cities	Guests and overnight stays	Residence: Nivel 1	Residence: Nivel 2	Periodo	Total
National Total		Overnight stays	Total	Residents in Spain	2025M05	342.141
National Total		Overnight stays	Total	Residents in Spain	2025M04	365.122
National Total		Overnight stays	Total	Residents in Spain	2025M03	205.186
National Total		Overnight stays	Total	Residents in Spain	2025M02	156.234
National Total		Overnight stays	Total	Residents in Spain	2025M01	132.763
National Total		Overnight stays	Total	Residents in Spain	2024M12	206.832
National Total		Overnight stays	Total	Residents in Spain	2024M11	203.053
National Total		Overnight stays	Total	Residents in Spain	2024M10	282.857
National Total		Overnight stays	Total	Residents in Spain	2024M09	329.123
National Total		Overnight stays	Total	Residents in Spain	2024M08	590.703
National Total		Overnight stays	Total	Residents in Spain	2024M07	683.330
National Total		Overnight stays	Total	Residents in Spain	2024M06	454.586
National Total		Overnight stays	Total	Residents in Spain	2024M05	373.406
National Total		Overnight stays	Total	Residents in Spain	2024M04	324.174
National Total		Overnight stays	Total	Residents in Spain	2024M03	330.504
National Total		Overnight stays	Total	Residents in Spain	2024M02	200.960
National Total		Overnight stays	Total	Residents in Spain	2024M01	165.052
National Total		Overnight stays	Total	Residents in Spain	2023M12	201.285
National Total		Overnight stays	Total	Residents in Spain	2023M11	200.284
National Total		Overnight stays	Total	Residents in Spain	2023M10	298.351
National Total		Overnight stays	Total	Residents in Spain	2023M09	365.898
National Total		Overnight stays	Total	Residents in Spain	2023M08	594.849
National Total		Overnight stays	Total	Residents in Spain	2023M07	766.252
National Total		Overnight stays	Total	Residents in Spain	2023M06	499.297
National Total		Overnight stays	Total	Residents in Spain	2023M05	377.741
National Total		Overnight stays	Total	Residents in Spain	2023M04	387.850
National Total		Overnight stays	Total	Residents in Spain	2023M03	310.499
National Total		Overnight stays	Total	Residents in Spain	2023M02	176.907
National Total		Overnight stays	Total	Residents in Spain	2023M01	142.828
National Total		Overnight stays	Total	Residents in Spain	2022M12	148.319
National Total		Overnight stays	Total	Residents in Spain	2022M11	146.430
National Total		Overnight stays	Total	Residents in Spain	2022M10	265.289
National Total		Overnight stays	Total	Residents in Spain	2022M09	265.305
National Total		Overnight stays	Total	Residents in Spain	2022M08	562.878
National Total		Overnight stays	Total	Residents in Spain	2022M07	759.326
National Total		Overnight stays	Total	Residents in Spain	2022M06	501.700
National Total		Overnight stays	Total	Residents in Spain	2022M05	320.866
National Total		Overnight stays	Total	Residents in Spain	2022M04	301.035
National Total		Overnight stays	Total	Residents in Spain	2022M03	181.826
National Total		Overnight stays	Total	Residents in Spain	2022M02	123.808
National Total		Overnight stays	Total	Residents in Spain	2022M01	86.870
National Total		Overnight stays	Total	Residents in Spain	2021M12	117.265
National Total		Overnight stays	Total	Residents in Spain	2021M11	124.178
National Total		Overnight stays	Total	Residents in Spain	2021M10	227.046
National Total		Overnight stays	Total	Residents in Spain	2021M09	231.186
National Total		Overnight stays	Total	Residents in Spain	2021M08	512.083
National Total		Overnight stays	Total	Residents in Spain	2021M07	503.194
National Total		Overnight stays	Total	Residents in Spain	2021M06	168.830
National Total		Overnight stays	Total	Residents in Spain	2021M05	71.455
National Total		Overnight stays	Total	Residents in Spain	2021M04	42.773
National Total		Overnight stays	Total	Residents in Spain	2021M03	41.790
National Total		Overnight stays	Total	Residents in Spain	2021M02	18.012
National Total		Overnight stays	Total	Residents in Spain	2021M01	15.944
National Total		Overnight stays	Total	Residents in Spain	2020M12	17.376
National Total		Overnight stays	Total	Residents in Spain	2020M11	.
National Total		Overnight stays	Total	Residents in Spain	2020M10	32.891
National Total		Overnight stays	Total	Residents in Spain	2020M09	34.314
National Total		Overnight stays	Total	Residents in Spain	2020M08	99.515
National Total		Overnight stays	Total	Residents in Spain	2020M07	92.178
National Total		Overnight stays	Total	Residents in Spain	2020M06	13.900
National Total		Overnight stays	Total	Residents in Spain	2020M05	.
National Total		Overnight stays	Total	Residents in Spain	2020M04	.
National Total		Overnight stays	Total	Residents in Spain	2020M03	51.758
National Total		Overnight stays	Total	Residents in Spain	2020M02	111.104
National Total		Overnight stays	Total	Residents in Spain	2020M01	73.088
National Total		Overnight stays	Total	Residents in Spain	2019M12	86.722
National Total		Overnight stays	Total	Residents in Spain	2019M11	98.803
National Total		Overnight stays	Total	Residents in Spain	2019M10	128.631
National Total		Overnight stays	Total	Residents in Spain	2019M09	117.119
National Total		Overnight stays	Total	Residents in Spain	2019M08	276.585
National Total		Overnight stays	Total	Residents in Spain	2019M07	384.034
National Total		Overnight stays	Total	Residents in Spain	2019M06	235.138
National Total		Overnight stays	Total	Residents in Spain	2019M05	173.442
National Total		Overnight stays	Total	Residents in Spain	2019M04	189.846
National Total		Overnight stays	Total	Residents in Spain	2019M03	145.556
National Total		Overnight stays	Total	Residents in Spain	2019M02	112.580
National Total		Overnight stays	Total	Residents in Spain	2019M01	84.000
National Total		Overnight stays	Total	Residents in Spain	2018M12	96.501
National Total		Overnight stays	Total	Residents in Spain	2018M11	97.605
National Total		Overnight stays	Total	Residents in Spain	2018M10	132.002
National Total		Overnight stays	Total	Residents in Spain	2018M09	126.573
National Total		Overnight stays	Total	Residents in Spain	2018M08	271.440
National Total		Overnight stays	Total	Residents in Spain	2018M07	404.760
National Total		Overnight stays	Total	Residents in Spain	2018M06	231.134
National Total		Overnight stays	Total	Residents in Spain	2018M05	173.838
National Total		Overnight stays	Total	Residents in Spain	2018M04	164.207
National Total		Overnight stays	Total	Residents in Spain	2018M03	170.918
National Total		Overnight stays	Total	Residents in Spain	2018M02	99.889
National Total		Overnight stays	Total	Residents in Spain	2018M01	72.114
National Total		Overnight stays	Total	Residents in Spain	2017M12	94.590
National Total		Overnight stays	Total	Residents in Spain	2017M11	92.827
National Total		Overnight stays	Total	Residents in Spain	2017M10	129.761
National Total		Overnight stays	Total	Residents in Spain	2017M09	122.409
National Total		Overnight stays	Total	Residents in Spain	2017M08	283.928
National Total		Overnight stays	Total	Residents in Spain	2017M07	350.747
National Total		Overnight stays	Total	Residents in Spain	2017M06	190.825
National Total		Overnight stays	Total	Residents in Spain	2017M05	152.260
National Total		Overnight stays	Total	Residents in Spain	2017M04	168.173
National Total		Overnight stays	Total	Residents in Spain	2017M03	115.420
National Total		Overnight stays	Total	Residents in Spain	2017M02	87.102
National Total		Overnight stays	Total	Residents in Spain	2017M01	47.866
National Total		Overnight stays	Total	Residents in Spain	2016M12	68.566
National Total		Overnight stays	Total	Residents in Spain	2016M11	65.426
National Total		Overnight stays	Total	Residents in Spain	2016M10	100.480
National Total		Overnight stays	Total	Residents in Spain	2016M09	91.442
National Total		Overnight stays	Total	Residents in Spain	2016M08	254.817
National Total		Overnight stays	Total	Residents in Spain	2016M07	339.778
National Total		Overnight stays	Total	Residents in Spain	2016M06	179.556
National Total		Overnight stays	Total	Residents in Spain	2016M05	147.315
National Total		Overnight stays	Total	Residents in Spain	2016M04	121.667
National Total		Overnight stays	Total	Residents in Spain	2016M03	143.374
National Total		Overnight stays	Total	Residents in Spain	2016M02	77.007
National Total		Overnight stays	Total	Residents in Spain	2016M01	51.954
National Total		Overnight stays	Total	Residents in Spain	2015M12	65.596
National Total		Overnight stays	Total	Residents in Spain	2015M11	63.261
National Total		Overnight stays	Total	Residents in Spain	2015M10	100.140
National Total		Overnight stays	Total	Residents in Spain	2015M09	86.585
National Total		Overnight stays	Total	Residents in Spain	2015M08	234.200
National Total		Overnight stays	Total	Residents in Spain	2015M07	296.544
National Total		Overnight stays	Total	Residents in Spain	2015M06	160.440
National Total		Overnight stays	Total	Residents in Spain	2015M05	143.618
National Total		Overnight stays	Total	Residents in Spain	2015M04	133.677
National Total		Overnight stays	Total	Residents in Spain	2015M03	117.283
National Total		Overnight stays	Total	Residents in Spain	2015M02	69.261
National Total		Overnight stays	Total	Residents in Spain	2015M01	50.761
National Total		Overnight stays	Total	Residents in Spain	2014M12	60.767
National Total		Overnight stays	Total	Residents in Spain	2014M11	64.853
National Total		Overnight stays	Total	Residents in Spain	2014M10	87.152
National Total		Overnight stays	Total	Residents in Spain	2014M09	87.731
National Total		Overnight stays	Total	Residents in Spain	2014M08	242.700
National Total		Overnight stays	Total	Residents in Spain	2014M07	345.333
National Total		Overnight stays	Total	Residents in Spain	2014M06	173.855
National Total		Overnight stays	Total	Residents in Spain	2014M05	142.976
National Total		Overnight stays	Total	Residents in Spain	2014M04	143.406
National Total		Overnight stays	Total	Residents in Spain	2014M03	93.102
National Total		Overnight stays	Total	Residents in Spain	2014M02	66.068
National Total		Overnight stays	Total	Residents in Spain	2014M01	41.417
National Total		Overnight stays	Total	Residents abroad	2025M09	422.342
National Total		Overnight stays	Total	Residents abroad	2025M08	423.796
National Total		Overnight stays	Total	Residents abroad	2025M07	400.663
National Total		Overnight stays	Total	Residents abroad	2025M06	384.462
National Total		Overnight stays	Total	Residents abroad	2025M05	443.878
National Total		Overnight stays	Total	Residents abroad	2025M04	348.918
National Total		Overnight stays	Total	Residents abroad	2025M03	207.961
National Total		Overnight stays	Total	Residents abroad	2025M02	183.252
National Total		Overnight stays	Total	Residents abroad	2025M01	157.887
National Total		Overnight stays	Total	Residents abroad	2024M12	183.120
National Total		Overnight stays	Total	Residents abroad	2024M11	235.065
National Total		Overnight stays	Total	Residents abroad	2024M10	365.097
National Total		Overnight stays	Total	Residents abroad	2024M09	435.237
National Total		Overnight stays	Total	Residents abroad	2024M08	455.613
National Total		Overnight stays	Total	Residents abroad	2024M07	431.967
National Total		Overnight stays	Total	Residents abroad	2024M06	409.468
National Total		Overnight stays	Total	Residents abroad	2024M05	496.815
National Total		Overnight stays	Total	Residents abroad	2024M04	388.396
National Total		Overnight stays	Total	Residents abroad	2024M03	270.220
National Total		Overnight stays	Total	Residents abroad	2024M02	221.684
National Total		Overnight stays	Total	Residents abroad	2024M01	188.934
National Total		Overnight stays	Total	Residents abroad	2023M12	190.908
National Total		Overnight stays	Total	Residents abroad	2023M11	247.552
National Total		Overnight stays	Total	Residents abroad	2023M10	434.454
National Total		Overnight stays	Total	Residents abroad	2023M09	518.888
National Total		Overnight stays	Total	Residents abroad	2023M08	521.218
National Total		Overnight stays	Total	Residents abroad	2023M07	502.172
National Total		Overnight stays	Total	Residents abroad	2023M06	457.393
National Total		Overnight stays	Total	Residents abroad	2023M05	482.427
National Total		Overnight stays	Total	Residents abroad	2023M04	396.816
National Total		Overnight stays	Total	Residents abroad	2023M03	236.748
National Total		Overnight stays	Total	Residents abroad	2023M02	162.662
