Provinces	Travellers and overnight stays	Residence	Periodo	Total
36 Pontevedra	Guests	Residents abroad	2013M03	""
36 Pontevedra	Guests	Residents abroad	2013M02	""
36 Pontevedra	Guests	Residents abroad	2013M01	""
36 Pontevedra	Guests	Residents abroad	2012M12	""
36 Pontevedra	Guests	Residents abroad	2012M11	""
36 Pontevedra	Guests	Residents abroad	2012M10	""
36 Pontevedra	Guests	Residents abroad	2012M09	""
36 Pontevedra	Guests	Residents abroad	2012M08	""
36 Pontevedra	Guests	Residents abroad	2012M07	""
36 Pontevedra	Guests	Residents abroad	2012M06	""
36 Pontevedra	Guests	Residents abroad	2012M05	""
36 Pontevedra	Guests	Residents abroad	2012M04	""
36 Pontevedra	Guests	Residents abroad	2012M03	""
36 Pontevedra	Guests	Residents abroad	2012M02	""
36 Pontevedra	Guests	Residents abroad	2012M01	""
36 Pontevedra	Guests	Residents abroad	2011M12	""
36 Pontevedra	Guests	Residents abroad	2011M11	""
36 Pontevedra	Guests	Residents abroad	2011M10	""
36 Pontevedra	Guests	Residents abroad	2011M09	""
36 Pontevedra	Guests	Residents abroad	2011M08	""
36 Pontevedra	Guests	Residents abroad	2011M07	""
36 Pontevedra	Guests	Residents abroad	2011M06	""
36 Pontevedra	Guests	Residents abroad	2011M05	""
36 Pontevedra	Guests	Residents abroad	2011M04	""
36 Pontevedra	Guests	Residents abroad	2011M03	""
36 Pontevedra	Guests	Residents abroad	2011M02	""
36 Pontevedra	Guests	Residents abroad	2011M01	""
36 Pontevedra	Guests	Residents abroad	2010M12	""
36 Pontevedra	Guests	Residents abroad	2010M11	""
36 Pontevedra	Guests	Residents abroad	2010M10	""
36 Pontevedra	Guests	Residents abroad	2010M09	""
36 Pontevedra	Guests	Residents abroad	2010M08	""
36 Pontevedra	Guests	Residents abroad	2010M07	""
36 Pontevedra	Guests	Residents abroad	2010M06	""
36 Pontevedra	Guests	Residents abroad	2010M05	""
36 Pontevedra	Guests	Residents abroad	2010M04	""
36 Pontevedra	Guests	Residents abroad	2010M03	""
36 Pontevedra	Guests	Residents abroad	2010M02	""
36 Pontevedra	Guests	Residents abroad	2010M01	""
36 Pontevedra	Guests	Residents abroad	2009M12	""
36 Pontevedra	Guests	Residents abroad	2009M11	""
36 Pontevedra	Guests	Residents abroad	2009M10	""
36 Pontevedra	Guests	Residents abroad	2009M09	""
36 Pontevedra	Guests	Residents abroad	2009M08	""
36 Pontevedra	Guests	Residents abroad	2009M07	""
36 Pontevedra	Guests	Residents abroad	2009M06	""
36 Pontevedra	Guests	Residents abroad	2009M05	""
36 Pontevedra	Guests	Residents abroad	2009M04	""
36 Pontevedra	Guests	Residents abroad	2009M03	""
36 Pontevedra	Guests	Residents abroad	2009M02	""
36 Pontevedra	Guests	Residents abroad	2009M01	""
36 Pontevedra	Guests	Residents abroad	2008M12	""
36 Pontevedra	Guests	Residents abroad	2008M11	""
36 Pontevedra	Guests	Residents abroad	2008M10	""
36 Pontevedra	Guests	Residents abroad	2008M09	""
36 Pontevedra	Guests	Residents abroad	2008M08	""
36 Pontevedra	Guests	Residents abroad	2008M07	""
36 Pontevedra	Guests	Residents abroad	2008M06	""
36 Pontevedra	Guests	Residents abroad	2008M05	""
36 Pontevedra	Guests	Residents abroad	2008M04	""
36 Pontevedra	Guests	Residents abroad	2008M03	""
36 Pontevedra	Guests	Residents abroad	2008M02	""
36 Pontevedra	Guests	Residents abroad	2008M01	""
36 Pontevedra	Guests	Residents abroad	2007M12	""
36 Pontevedra	Guests	Residents abroad	2007M11	""
36 Pontevedra	Guests	Residents abroad	2007M10	""
36 Pontevedra	Guests	Residents abroad	2007M09	""
36 Pontevedra	Guests	Residents abroad	2007M08	""
36 Pontevedra	Guests	Residents abroad	2007M07	""
36 Pontevedra	Guests	Residents abroad	2007M06	""
36 Pontevedra	Guests	Residents abroad	2007M05	""
36 Pontevedra	Guests	Residents abroad	2007M04	""
36 Pontevedra	Guests	Residents abroad	2007M03	""
36 Pontevedra	Guests	Residents abroad	2007M02	""
36 Pontevedra	Guests	Residents abroad	2007M01	""
36 Pontevedra	Guests	Residents abroad	2006M12	""
36 Pontevedra	Guests	Residents abroad	2006M11	""
36 Pontevedra	Guests	Residents abroad	2006M10	""
36 Pontevedra	Guests	Residents abroad	2006M09	""
36 Pontevedra	Guests	Residents abroad	2006M08	""
36 Pontevedra	Guests	Residents abroad	2006M07	""
36 Pontevedra	Guests	Residents abroad	2006M06	""
36 Pontevedra	Guests	Residents abroad	2006M05	""
36 Pontevedra	Guests	Residents abroad	2006M04	""
36 Pontevedra	Guests	Residents abroad	2006M03	""
36 Pontevedra	Guests	Residents abroad	2006M02	""
36 Pontevedra	Guests	Residents abroad	2006M01	""
36 Pontevedra	Guests	Residents abroad	2005M12	""
36 Pontevedra	Guests	Residents abroad	2005M11	""
36 Pontevedra	Guests	Residents abroad	2005M10	""
36 Pontevedra	Guests	Residents abroad	2005M09	""
36 Pontevedra	Guests	Residents abroad	2005M08	""
36 Pontevedra	Guests	Residents abroad	2005M07	""
36 Pontevedra	Guests	Residents abroad	2005M06	""
36 Pontevedra	Guests	Residents abroad	2005M05	""
36 Pontevedra	Guests	Residents abroad	2005M04	""
36 Pontevedra	Guests	Residents abroad	2005M03	""
36 Pontevedra	Guests	Residents abroad	2005M02	""
36 Pontevedra	Guests	Residents abroad	2005M01	""
36 Pontevedra	Overnight stays	Residents in Spain	2025M08	91.698
36 Pontevedra	Overnight stays	Residents in Spain	2025M07	66.838
36 Pontevedra	Overnight stays	Residents in Spain	2025M06	21.465
36 Pontevedra	Overnight stays	Residents in Spain	2025M05	11.260
36 Pontevedra	Overnight stays	Residents in Spain	2025M04	11.362
36 Pontevedra	Overnight stays	Residents in Spain	2025M03	5.611
36 Pontevedra	Overnight stays	Residents in Spain	2025M02	4.540
36 Pontevedra	Overnight stays	Residents in Spain	2025M01	4.267
36 Pontevedra	Overnight stays	Residents in Spain	2024M12	11.360
36 Pontevedra	Overnight stays	Residents in Spain	2024M11	9.307
36 Pontevedra	Overnight stays	Residents in Spain	2024M10	8.781
36 Pontevedra	Overnight stays	Residents in Spain	2024M09	22.935
36 Pontevedra	Overnight stays	Residents in Spain	2024M08	74.043
36 Pontevedra	Overnight stays	Residents in Spain	2024M07	60.352
36 Pontevedra	Overnight stays	Residents in Spain	2024M06	12.827
36 Pontevedra	Overnight stays	Residents in Spain	2024M05	9.150
36 Pontevedra	Overnight stays	Residents in Spain	2024M04	4.677
36 Pontevedra	Overnight stays	Residents in Spain	2024M03	6.067
36 Pontevedra	Overnight stays	Residents in Spain	2024M02	3.375
36 Pontevedra	Overnight stays	Residents in Spain	2024M01	3.616
36 Pontevedra	Overnight stays	Residents in Spain	2023M12	13.178
36 Pontevedra	Overnight stays	Residents in Spain	2023M11	7.628
36 Pontevedra	Overnight stays	Residents in Spain	2023M10	11.126
36 Pontevedra	Overnight stays	Residents in Spain	2023M09	22.252
36 Pontevedra	Overnight stays	Residents in Spain	2023M08	77.087
36 Pontevedra	Overnight stays	Residents in Spain	2023M07	63.064
36 Pontevedra	Overnight stays	Residents in Spain	2023M06	16.449
36 Pontevedra	Overnight stays	Residents in Spain	2023M05	10.690
36 Pontevedra	Overnight stays	Residents in Spain	2023M04	15.122
36 Pontevedra	Overnight stays	Residents in Spain	2023M03	4.355
36 Pontevedra	Overnight stays	Residents in Spain	2023M02	4.456
36 Pontevedra	Overnight stays	Residents in Spain	2023M01	6.989
36 Pontevedra	Overnight stays	Residents in Spain	2022M12	10.676
36 Pontevedra	Overnight stays	Residents in Spain	2022M11	7.437
36 Pontevedra	Overnight stays	Residents in Spain	2022M10	9.253
36 Pontevedra	Overnight stays	Residents in Spain	2022M09	21.938
36 Pontevedra	Overnight stays	Residents in Spain	2022M08	65.783
36 Pontevedra	Overnight stays	Residents in Spain	2022M07	55.987
36 Pontevedra	Overnight stays	Residents in Spain	2022M06	14.048
36 Pontevedra	Overnight stays	Residents in Spain	2022M05	7.678
36 Pontevedra	Overnight stays	Residents in Spain	2022M04	9.830
36 Pontevedra	Overnight stays	Residents in Spain	2022M03	4.398
36 Pontevedra	Overnight stays	Residents in Spain	2022M02	4.866
36 Pontevedra	Overnight stays	Residents in Spain	2022M01	5.933
36 Pontevedra	Overnight stays	Residents in Spain	2021M12	4.720
36 Pontevedra	Overnight stays	Residents in Spain	2021M11	2.044
36 Pontevedra	Overnight stays	Residents in Spain	2021M10	8.564
36 Pontevedra	Overnight stays	Residents in Spain	2021M09	22.369
36 Pontevedra	Overnight stays	Residents in Spain	2021M08	69.617
36 Pontevedra	Overnight stays	Residents in Spain	2021M07	60.081
36 Pontevedra	Overnight stays	Residents in Spain	2021M06	13.024
36 Pontevedra	Overnight stays	Residents in Spain	2021M05	3.750
36 Pontevedra	Overnight stays	Residents in Spain	2021M04	3.902
36 Pontevedra	Overnight stays	Residents in Spain	2021M03	2.543
36 Pontevedra	Overnight stays	Residents in Spain	2021M02	.
36 Pontevedra	Overnight stays	Residents in Spain	2021M01	.
36 Pontevedra	Overnight stays	Residents in Spain	2020M12	1.354
36 Pontevedra	Overnight stays	Residents in Spain	2020M11	.
36 Pontevedra	Overnight stays	Residents in Spain	2020M10	2.070
36 Pontevedra	Overnight stays	Residents in Spain	2020M09	15.291
36 Pontevedra	Overnight stays	Residents in Spain	2020M08	61.290
36 Pontevedra	Overnight stays	Residents in Spain	2020M07	46.716
36 Pontevedra	Overnight stays	Residents in Spain	2020M06	6.106
36 Pontevedra	Overnight stays	Residents in Spain	2020M05	1.057
36 Pontevedra	Overnight stays	Residents in Spain	2020M04	0
36 Pontevedra	Overnight stays	Residents in Spain	2020M03	559
36 Pontevedra	Overnight stays	Residents in Spain	2020M02	1.638
36 Pontevedra	Overnight stays	Residents in Spain	2020M01	1.631
36 Pontevedra	Overnight stays	Residents in Spain	2019M12	1.824
36 Pontevedra	Overnight stays	Residents in Spain	2019M11	973
36 Pontevedra	Overnight stays	Residents in Spain	2019M10	4.463
36 Pontevedra	Overnight stays	Residents in Spain	2019M09	22.631
36 Pontevedra	Overnight stays	Residents in Spain	2019M08	60.447
36 Pontevedra	Overnight stays	Residents in Spain	2019M07	49.533
36 Pontevedra	Overnight stays	Residents in Spain	2019M06	8.187
36 Pontevedra	Overnight stays	Residents in Spain	2019M05	5.009
36 Pontevedra	Overnight stays	Residents in Spain	2019M04	5.251
36 Pontevedra	Overnight stays	Residents in Spain	2019M03	1.926
36 Pontevedra	Overnight stays	Residents in Spain	2019M02	577
36 Pontevedra	Overnight stays	Residents in Spain	2019M01	513
36 Pontevedra	Overnight stays	Residents in Spain	2018M12	1.519
36 Pontevedra	Overnight stays	Residents in Spain	2018M11	1.275
36 Pontevedra	Overnight stays	Residents in Spain	2018M10	4.923
36 Pontevedra	Overnight stays	Residents in Spain	2018M09	19.765
36 Pontevedra	Overnight stays	Residents in Spain	2018M08	53.968
36 Pontevedra	Overnight stays	Residents in Spain	2018M07	42.968
36 Pontevedra	Overnight stays	Residents in Spain	2018M06	7.624
36 Pontevedra	Overnight stays	Residents in Spain	2018M05	3.414
36 Pontevedra	Overnight stays	Residents in Spain	2018M04	3.713
36 Pontevedra	Overnight stays	Residents in Spain	2018M03	3.523
36 Pontevedra	Overnight stays	Residents in Spain	2018M02	187
36 Pontevedra	Overnight stays	Residents in Spain	2018M01	286
36 Pontevedra	Overnight stays	Residents in Spain	2017M12	2.090
36 Pontevedra	Overnight stays	Residents in Spain	2017M11	1.853
36 Pontevedra	Overnight stays	Residents in Spain	2017M10	7.766
36 Pontevedra	Overnight stays	Residents in Spain	2017M09	19.087
36 Pontevedra	Overnight stays	Residents in Spain	2017M08	50.687
36 Pontevedra	Overnight stays	Residents in Spain	2017M07	46.003
36 Pontevedra	Overnight stays	Residents in Spain	2017M06	11.121
36 Pontevedra	Overnight stays	Residents in Spain	2017M05	4.558
36 Pontevedra	Overnight stays	Residents in Spain	2017M04	8.635
36 Pontevedra	Overnight stays	Residents in Spain	2017M03	2.920
36 Pontevedra	Overnight stays	Residents in Spain	2017M02	1.993
36 Pontevedra	Overnight stays	Residents in Spain	2017M01	1.793
36 Pontevedra	Overnight stays	Residents in Spain	2016M12	3.063
36 Pontevedra	Overnight stays	Residents in Spain	2016M11	2.263
36 Pontevedra	Overnight stays	Residents in Spain	2016M10	6.944
36 Pontevedra	Overnight stays	Residents in Spain	2016M09	16.586
36 Pontevedra	Overnight stays	Residents in Spain	2016M08	47.943
36 Pontevedra	Overnight stays	Residents in Spain	2016M07	41.409
36 Pontevedra	Overnight stays	Residents in Spain	2016M06	10.923
36 Pontevedra	Overnight stays	Residents in Spain	2016M05	4.459
36 Pontevedra	Overnight stays	Residents in Spain	2016M04	3.914
36 Pontevedra	Overnight stays	Residents in Spain	2016M03	7.226
36 Pontevedra	Overnight stays	Residents in Spain	2016M02	2.441
36 Pontevedra	Overnight stays	Residents in Spain	2016M01	1.900
36 Pontevedra	Overnight stays	Residents in Spain	2015M12	1.559
36 Pontevedra	Overnight stays	Residents in Spain	2015M11	1.237
36 Pontevedra	Overnight stays	Residents in Spain	2015M10	3.180
36 Pontevedra	Overnight stays	Residents in Spain	2015M09	11.339
36 Pontevedra	Overnight stays	Residents in Spain	2015M08	41.139
36 Pontevedra	Overnight stays	Residents in Spain	2015M07	33.322
36 Pontevedra	Overnight stays	Residents in Spain	2015M06	7.641
36 Pontevedra	Overnight stays	Residents in Spain	2015M05	1.890
36 Pontevedra	Overnight stays	Residents in Spain	2015M04	2.793
36 Pontevedra	Overnight stays	Residents in Spain	2015M03	995
36 Pontevedra	Overnight stays	Residents in Spain	2015M02	549
36 Pontevedra	Overnight stays	Residents in Spain	2015M01	460
36 Pontevedra	Overnight stays	Residents in Spain	2014M12	799
36 Pontevedra	Overnight stays	Residents in Spain	2014M11	393
36 Pontevedra	Overnight stays	Residents in Spain	2014M10	812
36 Pontevedra	Overnight stays	Residents in Spain	2014M09	7.945
36 Pontevedra	Overnight stays	Residents in Spain	2014M08	41.397
36 Pontevedra	Overnight stays	Residents in Spain	2014M07	28.002
36 Pontevedra	Overnight stays	Residents in Spain	2014M06	5.688
36 Pontevedra	Overnight stays	Residents in Spain	2014M05	1.202
36 Pontevedra	Overnight stays	Residents in Spain	2014M04	2.542
36 Pontevedra	Overnight stays	Residents in Spain	2014M03	471
36 Pontevedra	Overnight stays	Residents in Spain	2014M02	325
36 Pontevedra	Overnight stays	Residents in Spain	2014M01	407
36 Pontevedra	Overnight stays	Residents in Spain	2013M12	""
36 Pontevedra	Overnight stays	Residents in Spain	2013M11	""
36 Pontevedra	Overnight stays	Residents in Spain	2013M10	""
36 Pontevedra	Overnight stays	Residents in Spain	2013M09	""
36 Pontevedra	Overnight stays	Residents in Spain	2013M08	""
36 Pontevedra	Overnight stays	Residents in Spain	2013M07	""
36 Pontevedra	Overnight stays	Residents in Spain	2013M06	""
36 Pontevedra	Overnight stays	Residents in Spain	2013M05	""
36 Pontevedra	Overnight stays	Residents in Spain	2013M04	""
36 Pontevedra	Overnight stays	Residents in Spain	2013M03	""
36 Pontevedra	Overnight stays	Residents in Spain	2013M02	""
36 Pontevedra	Overnight stays	Residents in Spain	2013M01	""
36 Pontevedra	Overnight stays	Residents in Spain	2012M12	""
36 Pontevedra	Overnight stays	Residents in Spain	2012M11	""
36 Pontevedra	Overnight stays	Residents in Spain	2012M10	""
36 Pontevedra	Overnight stays	Residents in Spain	2012M09	""
36 Pontevedra	Overnight stays	Residents in Spain	2012M08	""
36 Pontevedra	Overnight stays	Residents in Spain	2012M07	""
36 Pontevedra	Overnight stays	Residents in Spain	2012M06	""
36 Pontevedra	Overnight stays	Residents in Spain	2012M05	""
36 Pontevedra	Overnight stays	Residents in Spain	2012M04	""
36 Pontevedra	Overnight stays	Residents in Spain	2012M03	""
36 Pontevedra	Overnight stays	Residents in Spain	2012M02	""
36 Pontevedra	Overnight stays	Residents in Spain	2012M01	""
36 Pontevedra	Overnight stays	Residents in Spain	2011M12	""
36 Pontevedra	Overnight stays	Residents in Spain	2011M11	""
36 Pontevedra	Overnight stays	Residents in Spain	2011M10	""
36 Pontevedra	Overnight stays	Residents in Spain	2011M09	""
36 Pontevedra	Overnight stays	Residents in Spain	2011M08	""
36 Pontevedra	Overnight stays	Residents in Spain	2011M07	""
36 Pontevedra	Overnight stays	Residents in Spain	2011M06	""
36 Pontevedra	Overnight stays	Residents in Spain	2011M05	""
36 Pontevedra	Overnight stays	Residents in Spain	2011M04	""
36 Pontevedra	Overnight stays	Residents in Spain	2011M03	""
36 Pontevedra	Overnight stays	Residents in Spain	2011M02	""
36 Pontevedra	Overnight stays	Residents in Spain	2011M01	""
36 Pontevedra	Overnight stays	Residents in Spain	2010M12	""
36 Pontevedra	Overnight stays	Residents in Spain	2010M11	""
36 Pontevedra	Overnight stays	Residents in Spain	2010M10	""
36 Pontevedra	Overnight stays	Residents in Spain	2010M09	""
36 Pontevedra	Overnight stays	Residents in Spain	2010M08	""
36 Pontevedra	Overnight stays	Residents in Spain	2010M07	""
36 Pontevedra	Overnight stays	Residents in Spain	2010M06	""
36 Pontevedra	Overnight stays	Residents in Spain	2010M05	""
36 Pontevedra	Overnight stays	Residents in Spain	2010M04	""
36 Pontevedra	Overnight stays	Residents in Spain	2010M03	""
36 Pontevedra	Overnight stays	Residents in Spain	2010M02	""
36 Pontevedra	Overnight stays	Residents in Spain	2010M01	""
36 Pontevedra	Overnight stays	Residents in Spain	2009M12	""
36 Pontevedra	Overnight stays	Residents in Spain	2009M11	""
36 Pontevedra	Overnight stays	Residents in Spain	2009M10	""
36 Pontevedra	Overnight stays	Residents in Spain	2009M09	""
36 Pontevedra	Overnight stays	Residents in Spain	2009M08	""
36 Pontevedra	Overnight stays	Residents in Spain	2009M07	""
36 Pontevedra	Overnight stays	Residents in Spain	2009M06	""
36 Pontevedra	Overnight stays	Residents in Spain	2009M05	""
36 Pontevedra	Overnight stays	Residents in Spain	2009M04	""
36 Pontevedra	Overnight stays	Residents in Spain	2009M03	""
36 Pontevedra	Overnight stays	Residents in Spain	2009M02	""
36 Pontevedra	Overnight stays	Residents in Spain	2009M01	""
36 Pontevedra	Overnight stays	Residents in Spain	2008M12	""
36 Pontevedra	Overnight stays	Residents in Spain	2008M11	""
36 Pontevedra	Overnight stays	Residents in Spain	2008M10	""
36 Pontevedra	Overnight stays	Residents in Spain	2008M09	""
36 Pontevedra	Overnight stays	Residents in Spain	2008M08	""
36 Pontevedra	Overnight stays	Residents in Spain	2008M07	""
36 Pontevedra	Overnight stays	Residents in Spain	2008M06	""
36 Pontevedra	Overnight stays	Residents in Spain	2008M05	""
36 Pontevedra	Overnight stays	Residents in Spain	2008M04	""
36 Pontevedra	Overnight stays	Residents in Spain	2008M03	""
36 Pontevedra	Overnight stays	Residents in Spain	2008M02	""
36 Pontevedra	Overnight stays	Residents in Spain	2008M01	""
36 Pontevedra	Overnight stays	Residents in Spain	2007M12	""
36 Pontevedra	Overnight stays	Residents in Spain	2007M11	""
36 Pontevedra	Overnight stays	Residents in Spain	2007M10	""
36 Pontevedra	Overnight stays	Residents in Spain	2007M09	""
36 Pontevedra	Overnight stays	Residents in Spain	2007M08	""
36 Pontevedra	Overnight stays	Residents in Spain	2007M07	""
36 Pontevedra	Overnight stays	Residents in Spain	2007M06	""
36 Pontevedra	Overnight stays	Residents in Spain	2007M05	""
36 Pontevedra	Overnight stays	Residents in Spain	2007M04	""
36 Pontevedra	Overnight stays	Residents in Spain	2007M03	""
36 Pontevedra	Overnight stays	Residents in Spain	2007M02	""
36 Pontevedra	Overnight stays	Residents in Spain	2007M01	""
36 Pontevedra	Overnight stays	Residents in Spain	2006M12	""
36 Pontevedra	Overnight stays	Residents in Spain	2006M11	""
36 Pontevedra	Overnight stays	Residents in Spain	2006M10	""
36 Pontevedra	Overnight stays	Residents in Spain	2006M09	""
36 Pontevedra	Overnight stays	Residents in Spain	2006M08	""
36 Pontevedra	Overnight stays	Residents in Spain	2006M07	""
36 Pontevedra	Overnight stays	Residents in Spain	2006M06	""
36 Pontevedra	Overnight stays	Residents in Spain	2006M05	""
36 Pontevedra	Overnight stays	Residents in Spain	2006M04	""
36 Pontevedra	Overnight stays	Residents in Spain	2006M03	""
36 Pontevedra	Overnight stays	Residents in Spain	2006M02	""
36 Pontevedra	Overnight stays	Residents in Spain	2006M01	""
