Provinces	Travellers and overnight stays	Residence	Periodo	Total
35 Palmas, Las	Overnight stays	Residents abroad	2011M06	990.815
35 Palmas, Las	Overnight stays	Residents abroad	2011M05	970.126
35 Palmas, Las	Overnight stays	Residents abroad	2011M04	1.455.476
35 Palmas, Las	Overnight stays	Residents abroad	2011M03	1.941.783
35 Palmas, Las	Overnight stays	Residents abroad	2011M02	1.763.393
35 Palmas, Las	Overnight stays	Residents abroad	2011M01	1.782.888
35 Palmas, Las	Overnight stays	Residents abroad	2010M12	1.554.517
35 Palmas, Las	Overnight stays	Residents abroad	2010M11	1.584.479
35 Palmas, Las	Overnight stays	Residents abroad	2010M10	1.424.083
35 Palmas, Las	Overnight stays	Residents abroad	2010M09	1.206.902
35 Palmas, Las	Overnight stays	Residents abroad	2010M08	1.545.187
35 Palmas, Las	Overnight stays	Residents abroad	2010M07	1.374.847
35 Palmas, Las	Overnight stays	Residents abroad	2010M06	1.002.359
35 Palmas, Las	Overnight stays	Residents abroad	2010M05	975.510
35 Palmas, Las	Overnight stays	Residents abroad	2010M04	1.184.538
35 Palmas, Las	Overnight stays	Residents abroad	2010M03	1.897.761
35 Palmas, Las	Overnight stays	Residents abroad	2010M02	1.742.447
35 Palmas, Las	Overnight stays	Residents abroad	2010M01	1.699.944
35 Palmas, Las	Overnight stays	Residents abroad	2009M12	1.768.363
35 Palmas, Las	Overnight stays	Residents abroad	2009M11	1.717.455
35 Palmas, Las	Overnight stays	Residents abroad	2009M10	1.382.585
35 Palmas, Las	Overnight stays	Residents abroad	2009M09	1.124.341
35 Palmas, Las	Overnight stays	Residents abroad	2009M08	1.382.605
35 Palmas, Las	Overnight stays	Residents abroad	2009M07	1.257.887
35 Palmas, Las	Overnight stays	Residents abroad	2009M06	887.808
35 Palmas, Las	Overnight stays	Residents abroad	2009M05	883.523
35 Palmas, Las	Overnight stays	Residents abroad	2009M04	1.346.529
35 Palmas, Las	Overnight stays	Residents abroad	2009M03	1.916.974
35 Palmas, Las	Overnight stays	Residents abroad	2009M02	1.816.554
35 Palmas, Las	Overnight stays	Residents abroad	2009M01	1.970.318
35 Palmas, Las	Overnight stays	Residents abroad	2008M12	1.959.892
35 Palmas, Las	Overnight stays	Residents abroad	2008M11	1.934.324
35 Palmas, Las	Overnight stays	Residents abroad	2008M10	1.659.459
35 Palmas, Las	Overnight stays	Residents abroad	2008M09	1.461.838
35 Palmas, Las	Overnight stays	Residents abroad	2008M08	1.848.195
35 Palmas, Las	Overnight stays	Residents abroad	2008M07	1.742.379
35 Palmas, Las	Overnight stays	Residents abroad	2008M06	1.236.079
35 Palmas, Las	Overnight stays	Residents abroad	2008M05	1.189.802
35 Palmas, Las	Overnight stays	Residents abroad	2008M04	1.490.358
35 Palmas, Las	Overnight stays	Residents abroad	2008M03	2.310.539
35 Palmas, Las	Overnight stays	Residents abroad	2008M02	2.244.815
35 Palmas, Las	Overnight stays	Residents abroad	2008M01	2.260.141
35 Palmas, Las	Overnight stays	Residents abroad	2007M12	2.091.867
35 Palmas, Las	Overnight stays	Residents abroad	2007M11	2.033.274
35 Palmas, Las	Overnight stays	Residents abroad	2007M10	1.943.556
35 Palmas, Las	Overnight stays	Residents abroad	2007M09	1.606.243
35 Palmas, Las	Overnight stays	Residents abroad	2007M08	1.979.205
35 Palmas, Las	Overnight stays	Residents abroad	2007M07	1.844.562
35 Palmas, Las	Overnight stays	Residents abroad	2007M06	1.353.972
35 Palmas, Las	Overnight stays	Residents abroad	2007M05	1.261.194
35 Palmas, Las	Overnight stays	Residents abroad	2007M04	1.747.612
35 Palmas, Las	Overnight stays	Residents abroad	2007M03	2.542.743
35 Palmas, Las	Overnight stays	Residents abroad	2007M02	2.262.499
35 Palmas, Las	Overnight stays	Residents abroad	2007M01	2.383.406
35 Palmas, Las	Overnight stays	Residents abroad	2006M12	2.311.807
35 Palmas, Las	Overnight stays	Residents abroad	2006M11	2.259.362
35 Palmas, Las	Overnight stays	Residents abroad	2006M10	2.118.035
35 Palmas, Las	Overnight stays	Residents abroad	2006M09	1.784.957
35 Palmas, Las	Overnight stays	Residents abroad	2006M08	2.249.941
35 Palmas, Las	Overnight stays	Residents abroad	2006M07	2.187.910
35 Palmas, Las	Overnight stays	Residents abroad	2006M06	1.488.224
35 Palmas, Las	Overnight stays	Residents abroad	2006M05	1.393.836
35 Palmas, Las	Overnight stays	Residents abroad	2006M04	1.901.746
35 Palmas, Las	Overnight stays	Residents abroad	2006M03	2.446.729
35 Palmas, Las	Overnight stays	Residents abroad	2006M02	2.185.501
35 Palmas, Las	Overnight stays	Residents abroad	2006M01	2.276.691
35 Palmas, Las	Overnight stays	Residents abroad	2005M12	2.107.155
35 Palmas, Las	Overnight stays	Residents abroad	2005M11	2.205.609
35 Palmas, Las	Overnight stays	Residents abroad	2005M10	2.044.692
35 Palmas, Las	Overnight stays	Residents abroad	2005M09	1.722.815
35 Palmas, Las	Overnight stays	Residents abroad	2005M08	2.157.008
35 Palmas, Las	Overnight stays	Residents abroad	2005M07	1.857.124
35 Palmas, Las	Overnight stays	Residents abroad	2005M06	1.419.865
35 Palmas, Las	Overnight stays	Residents abroad	2005M05	1.286.811
35 Palmas, Las	Overnight stays	Residents abroad	2005M04	1.639.825
35 Palmas, Las	Overnight stays	Residents abroad	2005M03	2.455.952
35 Palmas, Las	Overnight stays	Residents abroad	2005M02	2.257.145
35 Palmas, Las	Overnight stays	Residents abroad	2005M01	2.409.180
36 Pontevedra	Guests	Residents in Spain	2025M08	17.456
36 Pontevedra	Guests	Residents in Spain	2025M07	14.659
36 Pontevedra	Guests	Residents in Spain	2025M06	6.827
36 Pontevedra	Guests	Residents in Spain	2025M05	4.448
36 Pontevedra	Guests	Residents in Spain	2025M04	4.620
36 Pontevedra	Guests	Residents in Spain	2025M03	2.008
36 Pontevedra	Guests	Residents in Spain	2025M02	2.056
36 Pontevedra	Guests	Residents in Spain	2025M01	1.543
36 Pontevedra	Guests	Residents in Spain	2024M12	3.994
36 Pontevedra	Guests	Residents in Spain	2024M11	3.078
36 Pontevedra	Guests	Residents in Spain	2024M10	3.895
36 Pontevedra	Guests	Residents in Spain	2024M09	6.008
36 Pontevedra	Guests	Residents in Spain	2024M08	16.482
36 Pontevedra	Guests	Residents in Spain	2024M07	13.812
36 Pontevedra	Guests	Residents in Spain	2024M06	4.474
36 Pontevedra	Guests	Residents in Spain	2024M05	3.631
36 Pontevedra	Guests	Residents in Spain	2024M04	1.838
36 Pontevedra	Guests	Residents in Spain	2024M03	1.917
36 Pontevedra	Guests	Residents in Spain	2024M02	1.112
36 Pontevedra	Guests	Residents in Spain	2024M01	1.201
36 Pontevedra	Guests	Residents in Spain	2023M12	4.599
36 Pontevedra	Guests	Residents in Spain	2023M11	2.711
36 Pontevedra	Guests	Residents in Spain	2023M10	3.464
36 Pontevedra	Guests	Residents in Spain	2023M09	5.148
36 Pontevedra	Guests	Residents in Spain	2023M08	15.904
36 Pontevedra	Guests	Residents in Spain	2023M07	12.505
36 Pontevedra	Guests	Residents in Spain	2023M06	4.221
36 Pontevedra	Guests	Residents in Spain	2023M05	2.452
36 Pontevedra	Guests	Residents in Spain	2023M04	4.047
36 Pontevedra	Guests	Residents in Spain	2023M03	1.205
36 Pontevedra	Guests	Residents in Spain	2023M02	1.192
36 Pontevedra	Guests	Residents in Spain	2023M01	1.872
36 Pontevedra	Guests	Residents in Spain	2022M12	4.308
36 Pontevedra	Guests	Residents in Spain	2022M11	2.112
36 Pontevedra	Guests	Residents in Spain	2022M10	3.129
36 Pontevedra	Guests	Residents in Spain	2022M09	4.876
36 Pontevedra	Guests	Residents in Spain	2022M08	12.097
36 Pontevedra	Guests	Residents in Spain	2022M07	11.782
36 Pontevedra	Guests	Residents in Spain	2022M06	4.076
36 Pontevedra	Guests	Residents in Spain	2022M05	2.820
36 Pontevedra	Guests	Residents in Spain	2022M04	3.881
36 Pontevedra	Guests	Residents in Spain	2022M03	1.209
36 Pontevedra	Guests	Residents in Spain	2022M02	1.687
36 Pontevedra	Guests	Residents in Spain	2022M01	2.306
36 Pontevedra	Guests	Residents in Spain	2021M12	1.629
36 Pontevedra	Guests	Residents in Spain	2021M11	672
36 Pontevedra	Guests	Residents in Spain	2021M10	2.734
36 Pontevedra	Guests	Residents in Spain	2021M09	5.072
36 Pontevedra	Guests	Residents in Spain	2021M08	11.216
36 Pontevedra	Guests	Residents in Spain	2021M07	10.621
36 Pontevedra	Guests	Residents in Spain	2021M06	3.412
36 Pontevedra	Guests	Residents in Spain	2021M05	1.604
36 Pontevedra	Guests	Residents in Spain	2021M04	1.386
36 Pontevedra	Guests	Residents in Spain	2021M03	828
36 Pontevedra	Guests	Residents in Spain	2021M02	.
36 Pontevedra	Guests	Residents in Spain	2021M01	.
36 Pontevedra	Guests	Residents in Spain	2020M12	17
36 Pontevedra	Guests	Residents in Spain	2020M11	.
36 Pontevedra	Guests	Residents in Spain	2020M10	580
36 Pontevedra	Guests	Residents in Spain	2020M09	3.656
36 Pontevedra	Guests	Residents in Spain	2020M08	10.289
36 Pontevedra	Guests	Residents in Spain	2020M07	8.133
36 Pontevedra	Guests	Residents in Spain	2020M06	1.360
36 Pontevedra	Guests	Residents in Spain	2020M05	151
36 Pontevedra	Guests	Residents in Spain	2020M04	0
36 Pontevedra	Guests	Residents in Spain	2020M03	175
36 Pontevedra	Guests	Residents in Spain	2020M02	545
36 Pontevedra	Guests	Residents in Spain	2020M01	318
36 Pontevedra	Guests	Residents in Spain	2019M12	916
36 Pontevedra	Guests	Residents in Spain	2019M11	692
36 Pontevedra	Guests	Residents in Spain	2019M10	1.574
36 Pontevedra	Guests	Residents in Spain	2019M09	4.592
36 Pontevedra	Guests	Residents in Spain	2019M08	9.302
36 Pontevedra	Guests	Residents in Spain	2019M07	8.925
36 Pontevedra	Guests	Residents in Spain	2019M06	2.444
36 Pontevedra	Guests	Residents in Spain	2019M05	1.740
36 Pontevedra	Guests	Residents in Spain	2019M04	1.718
36 Pontevedra	Guests	Residents in Spain	2019M03	920
36 Pontevedra	Guests	Residents in Spain	2019M02	265
36 Pontevedra	Guests	Residents in Spain	2019M01	213
36 Pontevedra	Guests	Residents in Spain	2018M12	612
36 Pontevedra	Guests	Residents in Spain	2018M11	699
36 Pontevedra	Guests	Residents in Spain	2018M10	1.574
36 Pontevedra	Guests	Residents in Spain	2018M09	3.930
36 Pontevedra	Guests	Residents in Spain	2018M08	9.582
36 Pontevedra	Guests	Residents in Spain	2018M07	7.496
36 Pontevedra	Guests	Residents in Spain	2018M06	2.015
36 Pontevedra	Guests	Residents in Spain	2018M05	1.327
36 Pontevedra	Guests	Residents in Spain	2018M04	1.450
36 Pontevedra	Guests	Residents in Spain	2018M03	1.325
36 Pontevedra	Guests	Residents in Spain	2018M02	139
36 Pontevedra	Guests	Residents in Spain	2018M01	119
36 Pontevedra	Guests	Residents in Spain	2017M12	518
36 Pontevedra	Guests	Residents in Spain	2017M11	510
36 Pontevedra	Guests	Residents in Spain	2017M10	2.141
36 Pontevedra	Guests	Residents in Spain	2017M09	3.466
36 Pontevedra	Guests	Residents in Spain	2017M08	8.050
36 Pontevedra	Guests	Residents in Spain	2017M07	7.412
36 Pontevedra	Guests	Residents in Spain	2017M06	2.638
36 Pontevedra	Guests	Residents in Spain	2017M05	1.132
36 Pontevedra	Guests	Residents in Spain	2017M04	2.737
36 Pontevedra	Guests	Residents in Spain	2017M03	615
36 Pontevedra	Guests	Residents in Spain	2017M02	278
36 Pontevedra	Guests	Residents in Spain	2017M01	200
36 Pontevedra	Guests	Residents in Spain	2016M12	465
36 Pontevedra	Guests	Residents in Spain	2016M11	442
36 Pontevedra	Guests	Residents in Spain	2016M10	1.997
36 Pontevedra	Guests	Residents in Spain	2016M09	3.276
36 Pontevedra	Guests	Residents in Spain	2016M08	7.582
36 Pontevedra	Guests	Residents in Spain	2016M07	6.629
36 Pontevedra	Guests	Residents in Spain	2016M06	2.921
36 Pontevedra	Guests	Residents in Spain	2016M05	1.409
36 Pontevedra	Guests	Residents in Spain	2016M04	961
36 Pontevedra	Guests	Residents in Spain	2016M03	1.766
36 Pontevedra	Guests	Residents in Spain	2016M02	1.043
36 Pontevedra	Guests	Residents in Spain	2016M01	587
36 Pontevedra	Guests	Residents in Spain	2015M12	342
36 Pontevedra	Guests	Residents in Spain	2015M11	195
36 Pontevedra	Guests	Residents in Spain	2015M10	841
36 Pontevedra	Guests	Residents in Spain	2015M09	2.004
36 Pontevedra	Guests	Residents in Spain	2015M08	5.962
36 Pontevedra	Guests	Residents in Spain	2015M07	5.149
36 Pontevedra	Guests	Residents in Spain	2015M06	1.832
36 Pontevedra	Guests	Residents in Spain	2015M05	806
36 Pontevedra	Guests	Residents in Spain	2015M04	895
36 Pontevedra	Guests	Residents in Spain	2015M03	391
36 Pontevedra	Guests	Residents in Spain	2015M02	183
36 Pontevedra	Guests	Residents in Spain	2015M01	105
36 Pontevedra	Guests	Residents in Spain	2014M12	150
36 Pontevedra	Guests	Residents in Spain	2014M11	79
36 Pontevedra	Guests	Residents in Spain	2014M10	191
36 Pontevedra	Guests	Residents in Spain	2014M09	1.299
36 Pontevedra	Guests	Residents in Spain	2014M08	4.755
36 Pontevedra	Guests	Residents in Spain	2014M07	3.823
36 Pontevedra	Guests	Residents in Spain	2014M06	1.160
36 Pontevedra	Guests	Residents in Spain	2014M05	357
36 Pontevedra	Guests	Residents in Spain	2014M04	653
36 Pontevedra	Guests	Residents in Spain	2014M03	128
36 Pontevedra	Guests	Residents in Spain	2014M02	17
36 Pontevedra	Guests	Residents in Spain	2014M01	29
36 Pontevedra	Guests	Residents in Spain	2013M12	""
36 Pontevedra	Guests	Residents in Spain	2013M11	""
36 Pontevedra	Guests	Residents in Spain	2013M10	""
36 Pontevedra	Guests	Residents in Spain	2013M09	""
36 Pontevedra	Guests	Residents in Spain	2013M08	""
36 Pontevedra	Guests	Residents in Spain	2013M07	""
36 Pontevedra	Guests	Residents in Spain	2013M06	""
36 Pontevedra	Guests	Residents in Spain	2013M05	""
36 Pontevedra	Guests	Residents in Spain	2013M04	""
36 Pontevedra	Guests	Residents in Spain	2013M03	""
36 Pontevedra	Guests	Residents in Spain	2013M02	""
36 Pontevedra	Guests	Residents in Spain	2013M01	""
36 Pontevedra	Guests	Residents in Spain	2012M12	""
36 Pontevedra	Guests	Residents in Spain	2012M11	""
36 Pontevedra	Guests	Residents in Spain	2012M10	""
36 Pontevedra	Guests	Residents in Spain	2012M09	""
36 Pontevedra	Guests	Residents in Spain	2012M08	""
36 Pontevedra	Guests	Residents in Spain	2012M07	""
36 Pontevedra	Guests	Residents in Spain	2012M06	""
36 Pontevedra	Guests	Residents in Spain	2012M05	""
36 Pontevedra	Guests	Residents in Spain	2012M04	""
36 Pontevedra	Guests	Residents in Spain	2012M03	""
36 Pontevedra	Guests	Residents in Spain	2012M02	""
36 Pontevedra	Guests	Residents in Spain	2012M01	""
36 Pontevedra	Guests	Residents in Spain	2011M12	""
36 Pontevedra	Guests	Residents in Spain	2011M11	""
36 Pontevedra	Guests	Residents in Spain	2011M10	""
36 Pontevedra	Guests	Residents in Spain	2011M09	""
36 Pontevedra	Guests	Residents in Spain	2011M08	""
36 Pontevedra	Guests	Residents in Spain	2011M07	""
36 Pontevedra	Guests	Residents in Spain	2011M06	""
36 Pontevedra	Guests	Residents in Spain	2011M05	""
36 Pontevedra	Guests	Residents in Spain	2011M04	""
36 Pontevedra	Guests	Residents in Spain	2011M03	""
36 Pontevedra	Guests	Residents in Spain	2011M02	""
36 Pontevedra	Guests	Residents in Spain	2011M01	""
36 Pontevedra	Guests	Residents in Spain	2010M12	""
36 Pontevedra	Guests	Residents in Spain	2010M11	""
36 Pontevedra	Guests	Residents in Spain	2010M10	""
36 Pontevedra	Guests	Residents in Spain	2010M09	""
36 Pontevedra	Guests	Residents in Spain	2010M08	""
36 Pontevedra	Guests	Residents in Spain	2010M07	""
36 Pontevedra	Guests	Residents in Spain	2010M06	""
36 Pontevedra	Guests	Residents in Spain	2010M05	""
36 Pontevedra	Guests	Residents in Spain	2010M04	""
36 Pontevedra	Guests	Residents in Spain	2010M03	""
36 Pontevedra	Guests	Residents in Spain	2010M02	""
36 Pontevedra	Guests	Residents in Spain	2010M01	""
36 Pontevedra	Guests	Residents in Spain	2009M12	""
36 Pontevedra	Guests	Residents in Spain	2009M11	""
36 Pontevedra	Guests	Residents in Spain	2009M10	""
36 Pontevedra	Guests	Residents in Spain	2009M09	""
36 Pontevedra	Guests	Residents in Spain	2009M08	""
36 Pontevedra	Guests	Residents in Spain	2009M07	""
36 Pontevedra	Guests	Residents in Spain	2009M06	""
36 Pontevedra	Guests	Residents in Spain	2009M05	""
36 Pontevedra	Guests	Residents in Spain	2009M04	""
36 Pontevedra	Guests	Residents in Spain	2009M03	""
36 Pontevedra	Guests	Residents in Spain	2009M02	""
36 Pontevedra	Guests	Residents in Spain	2009M01	""
36 Pontevedra	Guests	Residents in Spain	2008M12	""
36 Pontevedra	Guests	Residents in Spain	2008M11	""
36 Pontevedra	Guests	Residents in Spain	2008M10	""
36 Pontevedra	Guests	Residents in Spain	2008M09	""
36 Pontevedra	Guests	Residents in Spain	2008M08	""
36 Pontevedra	Guests	Residents in Spain	2008M07	""
36 Pontevedra	Guests	Residents in Spain	2008M06	""
36 Pontevedra	Guests	Residents in Spain	2008M05	""
36 Pontevedra	Guests	Residents in Spain	2008M04	""
36 Pontevedra	Guests	Residents in Spain	2008M03	""
36 Pontevedra	Guests	Residents in Spain	2008M02	""
36 Pontevedra	Guests	Residents in Spain	2008M01	""
36 Pontevedra	Guests	Residents in Spain	2007M12	""
36 Pontevedra	Guests	Residents in Spain	2007M11	""
36 Pontevedra	Guests	Residents in Spain	2007M10	""
36 Pontevedra	Guests	Residents in Spain	2007M09	""
36 Pontevedra	Guests	Residents in Spain	2007M08	""
36 Pontevedra	Guests	Residents in Spain	2007M07	""
36 Pontevedra	Guests	Residents in Spain	2007M06	""
36 Pontevedra	Guests	Residents in Spain	2007M05	""
36 Pontevedra	Guests	Residents in Spain	2007M04	""
36 Pontevedra	Guests	Residents in Spain	2007M03	""
36 Pontevedra	Guests	Residents in Spain	2007M02	""
36 Pontevedra	Guests	Residents in Spain	2007M01	""
36 Pontevedra	Guests	Residents in Spain	2006M12	""
36 Pontevedra	Guests	Residents in Spain	2006M11	""
36 Pontevedra	Guests	Residents in Spain	2006M10	""
36 Pontevedra	Guests	Residents in Spain	2006M09	""
36 Pontevedra	Guests	Residents in Spain	2006M08	""
36 Pontevedra	Guests	Residents in Spain	2006M07	""
36 Pontevedra	Guests	Residents in Spain	2006M06	""
36 Pontevedra	Guests	Residents in Spain	2006M05	""
36 Pontevedra	Guests	Residents in Spain	2006M04	""
36 Pontevedra	Guests	Residents in Spain	2006M03	""
36 Pontevedra	Guests	Residents in Spain	2006M02	""
36 Pontevedra	Guests	Residents in Spain	2006M01	""
36 Pontevedra	Guests	Residents in Spain	2005M12	""
36 Pontevedra	Guests	Residents in Spain	2005M11	""
36 Pontevedra	Guests	Residents in Spain	2005M10	""
36 Pontevedra	Guests	Residents in Spain	2005M09	""
36 Pontevedra	Guests	Residents in Spain	2005M08	""
36 Pontevedra	Guests	Residents in Spain	2005M07	""
36 Pontevedra	Guests	Residents in Spain	2005M06	""
36 Pontevedra	Guests	Residents in Spain	2005M05	""
36 Pontevedra	Guests	Residents in Spain	2005M04	""
36 Pontevedra	Guests	Residents in Spain	2005M03	""
36 Pontevedra	Guests	Residents in Spain	2005M02	""
36 Pontevedra	Guests	Residents in Spain	2005M01	""
36 Pontevedra	Guests	Residents abroad	2025M08	4.799
36 Pontevedra	Guests	Residents abroad	2025M07	3.861
36 Pontevedra	Guests	Residents abroad	2025M06	3.112
36 Pontevedra	Guests	Residents abroad	2025M05	1.669
36 Pontevedra	Guests	Residents abroad	2025M04	2.956
36 Pontevedra	Guests	Residents abroad	2025M03	846
36 Pontevedra	Guests	Residents abroad	2025M02	691
36 Pontevedra	Guests	Residents abroad	2025M01	1.022
36 Pontevedra	Guests	Residents abroad	2024M12	1.554
36 Pontevedra	Guests	Residents abroad	2024M11	2.222
36 Pontevedra	Guests	Residents abroad	2024M10	5.382
36 Pontevedra	Guests	Residents abroad	2024M09	3.318
36 Pontevedra	Guests	Residents abroad	2024M08	3.664
36 Pontevedra	Guests	Residents abroad	2024M07	4.012
36 Pontevedra	Guests	Residents abroad	2024M06	6.006
36 Pontevedra	Guests	Residents abroad	2024M05	2.075
36 Pontevedra	Guests	Residents abroad	2024M04	2.334
36 Pontevedra	Guests	Residents abroad	2024M03	371
36 Pontevedra	Guests	Residents abroad	2024M02	344
36 Pontevedra	Guests	Residents abroad	2024M01	689
36 Pontevedra	Guests	Residents abroad	2023M12	3.024
36 Pontevedra	Guests	Residents abroad	2023M11	913
36 Pontevedra	Guests	Residents abroad	2023M10	1.462
36 Pontevedra	Guests	Residents abroad	2023M09	2.882
36 Pontevedra	Guests	Residents abroad	2023M08	3.911
36 Pontevedra	Guests	Residents abroad	2023M07	2.107
36 Pontevedra	Guests	Residents abroad	2023M06	2.374
36 Pontevedra	Guests	Residents abroad	2023M05	1.677
36 Pontevedra	Guests	Residents abroad	2023M04	1.487
36 Pontevedra	Guests	Residents abroad	2023M03	390
36 Pontevedra	Guests	Residents abroad	2023M02	355
36 Pontevedra	Guests	Residents abroad	2023M01	501
36 Pontevedra	Guests	Residents abroad	2022M12	1.358
36 Pontevedra	Guests	Residents abroad	2022M11	551
36 Pontevedra	Guests	Residents abroad	2022M10	1.205
36 Pontevedra	Guests	Residents abroad	2022M09	1.915
36 Pontevedra	Guests	Residents abroad	2022M08	2.764
36 Pontevedra	Guests	Residents abroad	2022M07	1.993
36 Pontevedra	Guests	Residents abroad	2022M06	2.162
36 Pontevedra	Guests	Residents abroad	2022M05	924
36 Pontevedra	Guests	Residents abroad	2022M04	1.606
36 Pontevedra	Guests	Residents abroad	2022M03	390
36 Pontevedra	Guests	Residents abroad	2022M02	489
36 Pontevedra	Guests	Residents abroad	2022M01	295
36 Pontevedra	Guests	Residents abroad	2021M12	25
36 Pontevedra	Guests	Residents abroad	2021M11	40
36 Pontevedra	Guests	Residents abroad	2021M10	190
36 Pontevedra	Guests	Residents abroad	2021M09	513
36 Pontevedra	Guests	Residents abroad	2021M08	752
36 Pontevedra	Guests	Residents abroad	2021M07	500
36 Pontevedra	Guests	Residents abroad	2021M06	256
36 Pontevedra	Guests	Residents abroad	2021M05	52
36 Pontevedra	Guests	Residents abroad	2021M04	47
36 Pontevedra	Guests	Residents abroad	2021M03	67
36 Pontevedra	Guests	Residents abroad	2021M02	.
36 Pontevedra	Guests	Residents abroad	2021M01	.
36 Pontevedra	Guests	Residents abroad	2020M12	27
36 Pontevedra	Guests	Residents abroad	2020M11	.
36 Pontevedra	Guests	Residents abroad	2020M10	4
36 Pontevedra	Guests	Residents abroad	2020M09	248
36 Pontevedra	Guests	Residents abroad	2020M08	459
36 Pontevedra	Guests	Residents abroad	2020M07	201
36 Pontevedra	Guests	Residents abroad	2020M06	17
36 Pontevedra	Guests	Residents abroad	2020M05	.
36 Pontevedra	Guests	Residents abroad	2020M04	0
36 Pontevedra	Guests	Residents abroad	2020M03	17
36 Pontevedra	Guests	Residents abroad	2020M02	154
36 Pontevedra	Guests	Residents abroad	2020M01	10
36 Pontevedra	Guests	Residents abroad	2019M12	107
36 Pontevedra	Guests	Residents abroad	2019M11	68
36 Pontevedra	Guests	Residents abroad	2019M10	271
36 Pontevedra	Guests	Residents abroad	2019M09	1.447
36 Pontevedra	Guests	Residents abroad	2019M08	1.975
36 Pontevedra	Guests	Residents abroad	2019M07	1.211
36 Pontevedra	Guests	Residents abroad	2019M06	1.115
36 Pontevedra	Guests	Residents abroad	2019M05	251
36 Pontevedra	Guests	Residents abroad	2019M04	463
36 Pontevedra	Guests	Residents abroad	2019M03	113
36 Pontevedra	Guests	Residents abroad	2019M02	20
36 Pontevedra	Guests	Residents abroad	2019M01	15
36 Pontevedra	Guests	Residents abroad	2018M12	124
36 Pontevedra	Guests	Residents abroad	2018M11	192
36 Pontevedra	Guests	Residents abroad	2018M10	544
36 Pontevedra	Guests	Residents abroad	2018M09	2.339
36 Pontevedra	Guests	Residents abroad	2018M08	2.212
36 Pontevedra	Guests	Residents abroad	2018M07	1.355
36 Pontevedra	Guests	Residents abroad	2018M06	318
36 Pontevedra	Guests	Residents abroad	2018M05	1.428
36 Pontevedra	Guests	Residents abroad	2018M04	482
36 Pontevedra	Guests	Residents abroad	2018M03	324
36 Pontevedra	Guests	Residents abroad	2018M02	26
36 Pontevedra	Guests	Residents abroad	2018M01	83
36 Pontevedra	Guests	Residents abroad	2017M12	75
36 Pontevedra	Guests	Residents abroad	2017M11	282
36 Pontevedra	Guests	Residents abroad	2017M10	663
36 Pontevedra	Guests	Residents abroad	2017M09	1.331
36 Pontevedra	Guests	Residents abroad	2017M08	1.583
36 Pontevedra	Guests	Residents abroad	2017M07	1.139
36 Pontevedra	Guests	Residents abroad	2017M06	1.352
36 Pontevedra	Guests	Residents abroad	2017M05	253
36 Pontevedra	Guests	Residents abroad	2017M04	496
36 Pontevedra	Guests	Residents abroad	2017M03	104
36 Pontevedra	Guests	Residents abroad	2017M02	85
36 Pontevedra	Guests	Residents abroad	2017M01	62
36 Pontevedra	Guests	Residents abroad	2016M12	164
36 Pontevedra	Guests	Residents abroad	2016M11	53
36 Pontevedra	Guests	Residents abroad	2016M10	590
36 Pontevedra	Guests	Residents abroad	2016M09	1.138
36 Pontevedra	Guests	Residents abroad	2016M08	1.573
36 Pontevedra	Guests	Residents abroad	2016M07	1.092
36 Pontevedra	Guests	Residents abroad	2016M06	1.245
36 Pontevedra	Guests	Residents abroad	2016M05	746
36 Pontevedra	Guests	Residents abroad	2016M04	374
36 Pontevedra	Guests	Residents abroad	2016M03	194
36 Pontevedra	Guests	Residents abroad	2016M02	56
36 Pontevedra	Guests	Residents abroad	2016M01	23
36 Pontevedra	Guests	Residents abroad	2015M12	63
36 Pontevedra	Guests	Residents abroad	2015M11	41
36 Pontevedra	Guests	Residents abroad	2015M10	210
36 Pontevedra	Guests	Residents abroad	2015M09	643
36 Pontevedra	Guests	Residents abroad	2015M08	1.048
36 Pontevedra	Guests	Residents abroad	2015M07	636
36 Pontevedra	Guests	Residents abroad	2015M06	531
36 Pontevedra	Guests	Residents abroad	2015M05	400
36 Pontevedra	Guests	Residents abroad	2015M04	119
36 Pontevedra	Guests	Residents abroad	2015M03	63
36 Pontevedra	Guests	Residents abroad	2015M02	12
36 Pontevedra	Guests	Residents abroad	2015M01	35
36 Pontevedra	Guests	Residents abroad	2014M12	29
36 Pontevedra	Guests	Residents abroad	2014M11	0
36 Pontevedra	Guests	Residents abroad	2014M10	0
36 Pontevedra	Guests	Residents abroad	2014M09	255
36 Pontevedra	Guests	Residents abroad	2014M08	547
36 Pontevedra	Guests	Residents abroad	2014M07	552
36 Pontevedra	Guests	Residents abroad	2014M06	176
36 Pontevedra	Guests	Residents abroad	2014M05	104
36 Pontevedra	Guests	Residents abroad	2014M04	119
36 Pontevedra	Guests	Residents abroad	2014M03	19
36 Pontevedra	Guests	Residents abroad	2014M02	20
36 Pontevedra	Guests	Residents abroad	2014M01	7
36 Pontevedra	Guests	Residents abroad	2013M12	""
36 Pontevedra	Guests	Residents abroad	2013M11	""
36 Pontevedra	Guests	Residents abroad	2013M10	""
36 Pontevedra	Guests	Residents abroad	2013M09	""
36 Pontevedra	Guests	Residents abroad	2013M08	""
36 Pontevedra	Guests	Residents abroad	2013M07	""
36 Pontevedra	Guests	Residents abroad	2013M06	""
36 Pontevedra	Guests	Residents abroad	2013M05	""
36 Pontevedra	Guests	Residents abroad	2013M04	""
