Regional totals	Autonomous Communities and Cities	Guests and overnight stays	Residence: Nivel 1	Residence: Nivel 2	Periodo	Total
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2008M03	81.050
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2008M02	30.210
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2008M01	23.447
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2007M12	26.711
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2007M11	28.001
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2007M10	124.347
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2007M09	666.298
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2007M08	2.472.831
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2007M07	2.556.489
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2007M06	831.249
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2007M05	475.073
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2007M04	206.452
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2007M03	77.796
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2007M02	59.418
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2007M01	22.391
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2006M12	19.014
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2006M11	20.184
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2006M10	124.048
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2006M09	632.102
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2006M08	2.509.655
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2006M07	2.659.943
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2006M06	800.514
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2006M05	475.157
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2006M04	208.651
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2006M03	35.558
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2006M02	16.284
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2006M01	13.710
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2005M12	8.664
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2005M11	18.433
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2005M10	96.372
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2005M09	621.805
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2005M08	2.523.742
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2005M07	2.587.898
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2005M06	696.732
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2005M05	434.945
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2005M04	117.063
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2005M03	23.136
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2005M02	8.705
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2005M01	8.485
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2004M12	14.103
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2004M11	7.225
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2004M10	44.464
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2004M09	553.099
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2004M08	2.407.079
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2004M07	2.488.577
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2004M06	668.485
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2004M05	348.298
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2004M04	160.126
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2004M03	23.159
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2004M02	15.671
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2004M01	19.573
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2003M12	15.037
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2003M11	11.644
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2003M10	50.444
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2003M09	566.922
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2003M08	2.676.361
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2003M07	2.621.900
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2003M06	803.275
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2003M05	431.733
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2003M04	168.708
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2003M03	23.916
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2003M02	10.639
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2003M01	14.766
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2002M12	11.671
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2002M11	13.671
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2002M10	73.538
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2002M09	654.091
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2002M08	3.157.445
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2002M07	2.958.097
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2002M06	848.750
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2002M05	427.941
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2002M04	136.289
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2002M03	53.646
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2002M02	6.870
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2002M01	4.721
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2001M12	7.187
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2001M11	7.088
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2001M10	80.384
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2001M09	539.918
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2001M08	2.685.053
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2001M07	3.030.953
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2001M06	693.152
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2001M05	294.345
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2001M04	151.612
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2001M03	19.698
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2001M02	9.716
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2001M01	6.231
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2000M12	7.690
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2000M11	5.941
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2000M10	96.553
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2000M09	507.760
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2000M08	2.564.732
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2000M07	2.670.296
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2000M06	614.334
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2000M05	237.456
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2000M04	166.644
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2000M03	15.349
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2000M02	3.832
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	2000M01	3.652
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	1999M12	4.708
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	1999M11	14.677
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	1999M10	90.111
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	1999M09	462.489
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	1999M08	2.484.870
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	1999M07	2.691.917
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	1999M06	697.240
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	1999M05	263.381
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	1999M04	104.919
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	1999M03	15.891
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	1999M02	3.225
National Total	09 Cataluña	Overnight stays	Total	Residents abroad	1999M01	2.334
National Total	10 Comunitat Valenciana	Guests	Total		2025M09	135.028
National Total	10 Comunitat Valenciana	Guests	Total		2025M08	218.075
National Total	10 Comunitat Valenciana	Guests	Total		2025M07	175.130
National Total	10 Comunitat Valenciana	Guests	Total		2025M06	152.219
National Total	10 Comunitat Valenciana	Guests	Total		2025M05	120.358
National Total	10 Comunitat Valenciana	Guests	Total		2025M04	146.681
National Total	10 Comunitat Valenciana	Guests	Total		2025M03	69.986
National Total	10 Comunitat Valenciana	Guests	Total		2025M02	53.465
National Total	10 Comunitat Valenciana	Guests	Total		2025M01	56.125
National Total	10 Comunitat Valenciana	Guests	Total		2024M12	61.702
National Total	10 Comunitat Valenciana	Guests	Total		2024M11	46.227
National Total	10 Comunitat Valenciana	Guests	Total		2024M10	115.073
National Total	10 Comunitat Valenciana	Guests	Total		2024M09	133.991
National Total	10 Comunitat Valenciana	Guests	Total		2024M08	213.298
National Total	10 Comunitat Valenciana	Guests	Total		2024M07	182.991
National Total	10 Comunitat Valenciana	Guests	Total		2024M06	152.293
National Total	10 Comunitat Valenciana	Guests	Total		2024M05	136.799
National Total	10 Comunitat Valenciana	Guests	Total		2024M04	115.269
National Total	10 Comunitat Valenciana	Guests	Total		2024M03	113.024
National Total	10 Comunitat Valenciana	Guests	Total		2024M02	56.393
National Total	10 Comunitat Valenciana	Guests	Total		2024M01	57.097
National Total	10 Comunitat Valenciana	Guests	Total		2023M12	65.462
National Total	10 Comunitat Valenciana	Guests	Total		2023M11	65.800
National Total	10 Comunitat Valenciana	Guests	Total		2023M10	115.301
National Total	10 Comunitat Valenciana	Guests	Total		2023M09	125.663
National Total	10 Comunitat Valenciana	Guests	Total		2023M08	211.283
National Total	10 Comunitat Valenciana	Guests	Total		2023M07	194.019
National Total	10 Comunitat Valenciana	Guests	Total		2023M06	134.081
National Total	10 Comunitat Valenciana	Guests	Total		2023M05	103.905
National Total	10 Comunitat Valenciana	Guests	Total		2023M04	147.276
National Total	10 Comunitat Valenciana	Guests	Total		2023M03	69.638
National Total	10 Comunitat Valenciana	Guests	Total		2023M02	47.257
National Total	10 Comunitat Valenciana	Guests	Total		2023M01	52.892
National Total	10 Comunitat Valenciana	Guests	Total		2022M12	57.030
National Total	10 Comunitat Valenciana	Guests	Total		2022M11	51.054
National Total	10 Comunitat Valenciana	Guests	Total		2022M10	100.640
National Total	10 Comunitat Valenciana	Guests	Total		2022M09	123.220
National Total	10 Comunitat Valenciana	Guests	Total		2022M08	211.056
National Total	10 Comunitat Valenciana	Guests	Total		2022M07	193.837
National Total	10 Comunitat Valenciana	Guests	Total		2022M06	141.894
National Total	10 Comunitat Valenciana	Guests	Total		2022M05	105.863
National Total	10 Comunitat Valenciana	Guests	Total		2022M04	122.998
National Total	10 Comunitat Valenciana	Guests	Total		2022M03	51.376
National Total	10 Comunitat Valenciana	Guests	Total		2022M02	47.449
National Total	10 Comunitat Valenciana	Guests	Total		2022M01	49.018
National Total	10 Comunitat Valenciana	Guests	Total		2021M12	56.405
National Total	10 Comunitat Valenciana	Guests	Total		2021M11	51.367
National Total	10 Comunitat Valenciana	Guests	Total		2021M10	110.520
National Total	10 Comunitat Valenciana	Guests	Total		2021M09	117.772
National Total	10 Comunitat Valenciana	Guests	Total		2021M08	205.415
National Total	10 Comunitat Valenciana	Guests	Total		2021M07	167.670
National Total	10 Comunitat Valenciana	Guests	Total		2021M06	122.056
National Total	10 Comunitat Valenciana	Guests	Total		2021M05	73.173
National Total	10 Comunitat Valenciana	Guests	Total		2021M04	68.545
National Total	10 Comunitat Valenciana	Guests	Total		2021M03	34.782
National Total	10 Comunitat Valenciana	Guests	Total		2021M02	13.672
National Total	10 Comunitat Valenciana	Guests	Total		2021M01	16.486
National Total	10 Comunitat Valenciana	Guests	Total		2020M12	28.017
National Total	10 Comunitat Valenciana	Guests	Total		2020M11	17.688
National Total	10 Comunitat Valenciana	Guests	Total		2020M10	55.602
National Total	10 Comunitat Valenciana	Guests	Total		2020M09	70.764
National Total	10 Comunitat Valenciana	Guests	Total		2020M08	155.660
National Total	10 Comunitat Valenciana	Guests	Total		2020M07	100.821
National Total	10 Comunitat Valenciana	Guests	Total		2020M06	43.861
National Total	10 Comunitat Valenciana	Guests	Total		2020M05	3.501
National Total	10 Comunitat Valenciana	Guests	Total		2020M04	0
National Total	10 Comunitat Valenciana	Guests	Total		2020M03	20.178
National Total	10 Comunitat Valenciana	Guests	Total		2020M02	42.219
National Total	10 Comunitat Valenciana	Guests	Total		2020M01	37.431
National Total	10 Comunitat Valenciana	Guests	Total		2019M12	45.012
National Total	10 Comunitat Valenciana	Guests	Total		2019M11	46.799
National Total	10 Comunitat Valenciana	Guests	Total		2019M10	78.015
National Total	10 Comunitat Valenciana	Guests	Total		2019M09	89.561
National Total	10 Comunitat Valenciana	Guests	Total		2019M08	196.938
National Total	10 Comunitat Valenciana	Guests	Total		2019M07	141.637
National Total	10 Comunitat Valenciana	Guests	Total		2019M06	123.515
National Total	10 Comunitat Valenciana	Guests	Total		2019M05	92.271
National Total	10 Comunitat Valenciana	Guests	Total		2019M04	88.304
National Total	10 Comunitat Valenciana	Guests	Total		2019M03	56.312
National Total	10 Comunitat Valenciana	Guests	Total		2019M02	37.609
National Total	10 Comunitat Valenciana	Guests	Total		2019M01	37.280
National Total	10 Comunitat Valenciana	Guests	Total		2018M12	43.266
National Total	10 Comunitat Valenciana	Guests	Total		2018M11	40.425
National Total	10 Comunitat Valenciana	Guests	Total		2018M10	77.956
National Total	10 Comunitat Valenciana	Guests	Total		2018M09	87.148
National Total	10 Comunitat Valenciana	Guests	Total		2018M08	185.391
National Total	10 Comunitat Valenciana	Guests	Total		2018M07	147.252
National Total	10 Comunitat Valenciana	Guests	Total		2018M06	109.407
National Total	10 Comunitat Valenciana	Guests	Total		2018M05	75.006
National Total	10 Comunitat Valenciana	Guests	Total		2018M04	81.328
National Total	10 Comunitat Valenciana	Guests	Total		2018M03	82.971
National Total	10 Comunitat Valenciana	Guests	Total		2018M02	33.110
National Total	10 Comunitat Valenciana	Guests	Total		2018M01	33.331
National Total	10 Comunitat Valenciana	Guests	Total		2017M12	38.522
National Total	10 Comunitat Valenciana	Guests	Total		2017M11	35.133
National Total	10 Comunitat Valenciana	Guests	Total		2017M10	67.862
National Total	10 Comunitat Valenciana	Guests	Total		2017M09	90.747
National Total	10 Comunitat Valenciana	Guests	Total		2017M08	181.990
National Total	10 Comunitat Valenciana	Guests	Total		2017M07	143.668
National Total	10 Comunitat Valenciana	Guests	Total		2017M06	99.639
National Total	10 Comunitat Valenciana	Guests	Total		2017M05	63.956
National Total	10 Comunitat Valenciana	Guests	Total		2017M04	97.351
National Total	10 Comunitat Valenciana	Guests	Total		2017M03	49.062
National Total	10 Comunitat Valenciana	Guests	Total		2017M02	29.709
National Total	10 Comunitat Valenciana	Guests	Total		2017M01	39.888
National Total	10 Comunitat Valenciana	Guests	Total		2016M12	31.811
National Total	10 Comunitat Valenciana	Guests	Total		2016M11	31.090
National Total	10 Comunitat Valenciana	Guests	Total		2016M10	61.942
National Total	10 Comunitat Valenciana	Guests	Total		2016M09	81.243
National Total	10 Comunitat Valenciana	Guests	Total		2016M08	175.566
National Total	10 Comunitat Valenciana	Guests	Total		2016M07	142.120
National Total	10 Comunitat Valenciana	Guests	Total		2016M06	87.489
National Total	10 Comunitat Valenciana	Guests	Total		2016M05	63.408
National Total	10 Comunitat Valenciana	Guests	Total		2016M04	59.746
National Total	10 Comunitat Valenciana	Guests	Total		2016M03	70.363
National Total	10 Comunitat Valenciana	Guests	Total		2016M02	31.312
National Total	10 Comunitat Valenciana	Guests	Total		2016M01	39.753
National Total	10 Comunitat Valenciana	Guests	Total		2015M12	33.359
National Total	10 Comunitat Valenciana	Guests	Total		2015M11	28.010
National Total	10 Comunitat Valenciana	Guests	Total		2015M10	56.246
National Total	10 Comunitat Valenciana	Guests	Total		2015M09	68.505
National Total	10 Comunitat Valenciana	Guests	Total		2015M08	156.275
National Total	10 Comunitat Valenciana	Guests	Total		2015M07	118.322
National Total	10 Comunitat Valenciana	Guests	Total		2015M06	75.607
National Total	10 Comunitat Valenciana	Guests	Total		2015M05	58.694
National Total	10 Comunitat Valenciana	Guests	Total		2015M04	75.625
National Total	10 Comunitat Valenciana	Guests	Total		2015M03	40.915
National Total	10 Comunitat Valenciana	Guests	Total		2015M02	26.166
National Total	10 Comunitat Valenciana	Guests	Total		2015M01	29.531
National Total	10 Comunitat Valenciana	Guests	Total		2014M12	30.419
National Total	10 Comunitat Valenciana	Guests	Total		2014M11	26.555
National Total	10 Comunitat Valenciana	Guests	Total		2014M10	44.028
National Total	10 Comunitat Valenciana	Guests	Total		2014M09	60.696
National Total	10 Comunitat Valenciana	Guests	Total		2014M08	157.422
National Total	10 Comunitat Valenciana	Guests	Total		2014M07	117.792
National Total	10 Comunitat Valenciana	Guests	Total		2014M06	70.153
National Total	10 Comunitat Valenciana	Guests	Total		2014M05	55.215
National Total	10 Comunitat Valenciana	Guests	Total		2014M04	73.028
National Total	10 Comunitat Valenciana	Guests	Total		2014M03	38.499
National Total	10 Comunitat Valenciana	Guests	Total		2014M02	28.276
National Total	10 Comunitat Valenciana	Guests	Total		2014M01	26.635
National Total	10 Comunitat Valenciana	Guests	Total		2013M12	27.695
National Total	10 Comunitat Valenciana	Guests	Total		2013M11	28.655
National Total	10 Comunitat Valenciana	Guests	Total		2013M10	39.970
National Total	10 Comunitat Valenciana	Guests	Total		2013M09	53.968
National Total	10 Comunitat Valenciana	Guests	Total		2013M08	141.230
National Total	10 Comunitat Valenciana	Guests	Total		2013M07	109.314
National Total	10 Comunitat Valenciana	Guests	Total		2013M06	65.849
National Total	10 Comunitat Valenciana	Guests	Total		2013M05	46.545
National Total	10 Comunitat Valenciana	Guests	Total		2013M04	42.457
National Total	10 Comunitat Valenciana	Guests	Total		2013M03	57.289
National Total	10 Comunitat Valenciana	Guests	Total		2013M02	23.890
National Total	10 Comunitat Valenciana	Guests	Total		2013M01	23.418
National Total	10 Comunitat Valenciana	Guests	Total		2012M12	23.562
National Total	10 Comunitat Valenciana	Guests	Total		2012M11	23.249
National Total	10 Comunitat Valenciana	Guests	Total		2012M10	36.763
National Total	10 Comunitat Valenciana	Guests	Total		2012M09	51.697
National Total	10 Comunitat Valenciana	Guests	Total		2012M08	131.949
National Total	10 Comunitat Valenciana	Guests	Total		2012M07	106.384
National Total	10 Comunitat Valenciana	Guests	Total		2012M06	70.983
National Total	10 Comunitat Valenciana	Guests	Total		2012M05	43.464
National Total	10 Comunitat Valenciana	Guests	Total		2012M04	61.795
National Total	10 Comunitat Valenciana	Guests	Total		2012M03	36.339
National Total	10 Comunitat Valenciana	Guests	Total		2012M02	21.460
National Total	10 Comunitat Valenciana	Guests	Total		2012M01	21.934
National Total	10 Comunitat Valenciana	Guests	Total		2011M12	22.597
National Total	10 Comunitat Valenciana	Guests	Total		2011M11	21.378
National Total	10 Comunitat Valenciana	Guests	Total		2011M10	34.483
National Total	10 Comunitat Valenciana	Guests	Total		2011M09	52.027
National Total	10 Comunitat Valenciana	Guests	Total		2011M08	133.281
National Total	10 Comunitat Valenciana	Guests	Total		2011M07	111.294
National Total	10 Comunitat Valenciana	Guests	Total		2011M06	60.646
National Total	10 Comunitat Valenciana	Guests	Total		2011M05	39.391
National Total	10 Comunitat Valenciana	Guests	Total		2011M04	61.033
National Total	10 Comunitat Valenciana	Guests	Total		2011M03	29.289
National Total	10 Comunitat Valenciana	Guests	Total		2011M02	20.602
National Total	10 Comunitat Valenciana	Guests	Total		2011M01	20.285
National Total	10 Comunitat Valenciana	Guests	Total		2010M12	20.565
National Total	10 Comunitat Valenciana	Guests	Total		2010M11	17.873
National Total	10 Comunitat Valenciana	Guests	Total		2010M10	35.090
National Total	10 Comunitat Valenciana	Guests	Total		2010M09	44.406
National Total	10 Comunitat Valenciana	Guests	Total		2010M08	131.607
National Total	10 Comunitat Valenciana	Guests	Total		2010M07	104.967
National Total	10 Comunitat Valenciana	Guests	Total		2010M06	57.035
National Total	10 Comunitat Valenciana	Guests	Total		2010M05	47.271
National Total	10 Comunitat Valenciana	Guests	Total		2010M04	62.011
National Total	10 Comunitat Valenciana	Guests	Total		2010M03	35.115
National Total	10 Comunitat Valenciana	Guests	Total		2010M02	18.584
National Total	10 Comunitat Valenciana	Guests	Total		2010M01	19.340
National Total	10 Comunitat Valenciana	Guests	Total		2009M12	18.955
National Total	10 Comunitat Valenciana	Guests	Total		2009M11	18.960
National Total	10 Comunitat Valenciana	Guests	Total		2009M10	34.494
National Total	10 Comunitat Valenciana	Guests	Total		2009M09	41.814
National Total	10 Comunitat Valenciana	Guests	Total		2009M08	133.999
National Total	10 Comunitat Valenciana	Guests	Total		2009M07	103.129
National Total	10 Comunitat Valenciana	Guests	Total		2009M06	54.666
National Total	10 Comunitat Valenciana	Guests	Total		2009M05	47.632
National Total	10 Comunitat Valenciana	Guests	Total		2009M04	61.358
National Total	10 Comunitat Valenciana	Guests	Total		2009M03	30.195
National Total	10 Comunitat Valenciana	Guests	Total		2009M02	20.321
National Total	10 Comunitat Valenciana	Guests	Total		2009M01	18.469
National Total	10 Comunitat Valenciana	Guests	Total		2008M12	19.268
National Total	10 Comunitat Valenciana	Guests	Total		2008M11	18.146
National Total	10 Comunitat Valenciana	Guests	Total		2008M10	29.907
National Total	10 Comunitat Valenciana	Guests	Total		2008M09	48.066
National Total	10 Comunitat Valenciana	Guests	Total		2008M08	148.233
National Total	10 Comunitat Valenciana	Guests	Total		2008M07	103.459
National Total	10 Comunitat Valenciana	Guests	Total		2008M06	57.222
National Total	10 Comunitat Valenciana	Guests	Total		2008M05	46.675
National Total	10 Comunitat Valenciana	Guests	Total		2008M04	42.464
National Total	10 Comunitat Valenciana	Guests	Total		2008M03	55.452
National Total	10 Comunitat Valenciana	Guests	Total		2008M02	21.036
National Total	10 Comunitat Valenciana	Guests	Total		2008M01	18.404
National Total	10 Comunitat Valenciana	Guests	Total		2007M12	24.528
National Total	10 Comunitat Valenciana	Guests	Total		2007M11	22.981
National Total	10 Comunitat Valenciana	Guests	Total		2007M10	32.604
National Total	10 Comunitat Valenciana	Guests	Total		2007M09	49.876
National Total	10 Comunitat Valenciana	Guests	Total		2007M08	142.022
National Total	10 Comunitat Valenciana	Guests	Total		2007M07	107.562
National Total	10 Comunitat Valenciana	Guests	Total		2007M06	66.143
National Total	10 Comunitat Valenciana	Guests	Total		2007M05	41.374
National Total	10 Comunitat Valenciana	Guests	Total		2007M04	69.414
National Total	10 Comunitat Valenciana	Guests	Total		2007M03	34.271
National Total	10 Comunitat Valenciana	Guests	Total		2007M02	20.965
National Total	10 Comunitat Valenciana	Guests	Total		2007M01	19.020
National Total	10 Comunitat Valenciana	Guests	Total		2006M12	25.368
National Total	10 Comunitat Valenciana	Guests	Total		2006M11	20.425
National Total	10 Comunitat Valenciana	Guests	Total		2006M10	35.338
National Total	10 Comunitat Valenciana	Guests	Total		2006M09	48.694
National Total	10 Comunitat Valenciana	Guests	Total		2006M08	132.985
National Total	10 Comunitat Valenciana	Guests	Total		2006M07	116.037
National Total	10 Comunitat Valenciana	Guests	Total		2006M06	58.103
National Total	10 Comunitat Valenciana	Guests	Total		2006M05	42.436
National Total	10 Comunitat Valenciana	Guests	Total		2006M04	74.847
National Total	10 Comunitat Valenciana	Guests	Total		2006M03	26.080
National Total	10 Comunitat Valenciana	Guests	Total		2006M02	17.475
National Total	10 Comunitat Valenciana	Guests	Total		2006M01	16.493
National Total	10 Comunitat Valenciana	Guests	Total		2005M12	21.205
National Total	10 Comunitat Valenciana	Guests	Total		2005M11	24.159
National Total	10 Comunitat Valenciana	Guests	Total		2005M10	37.384
National Total	10 Comunitat Valenciana	Guests	Total		2005M09	49.891
National Total	10 Comunitat Valenciana	Guests	Total		2005M08	143.812
National Total	10 Comunitat Valenciana	Guests	Total		2005M07	106.915
National Total	10 Comunitat Valenciana	Guests	Total		2005M06	57.401
National Total	10 Comunitat Valenciana	Guests	Total		2005M05	45.570
National Total	10 Comunitat Valenciana	Guests	Total		2005M04	45.520
National Total	10 Comunitat Valenciana	Guests	Total		2005M03	51.300
National Total	10 Comunitat Valenciana	Guests	Total		2005M02	18.561
National Total	10 Comunitat Valenciana	Guests	Total		2005M01	21.453
National Total	10 Comunitat Valenciana	Guests	Total		2004M12	19.534
National Total	10 Comunitat Valenciana	Guests	Total		2004M11	20.670
National Total	10 Comunitat Valenciana	Guests	Total		2004M10	39.572
National Total	10 Comunitat Valenciana	Guests	Total		2004M09	46.441
National Total	10 Comunitat Valenciana	Guests	Total		2004M08	153.931
National Total	10 Comunitat Valenciana	Guests	Total		2004M07	105.956
National Total	10 Comunitat Valenciana	Guests	Total		2004M06	68.244
National Total	10 Comunitat Valenciana	Guests	Total		2004M05	38.839
National Total	10 Comunitat Valenciana	Guests	Total		2004M04	71.034
National Total	10 Comunitat Valenciana	Guests	Total		2004M03	31.560
National Total	10 Comunitat Valenciana	Guests	Total		2004M02	20.483
National Total	10 Comunitat Valenciana	Guests	Total		2004M01	19.870
National Total	10 Comunitat Valenciana	Guests	Total		2003M12	21.458
National Total	10 Comunitat Valenciana	Guests	Total		2003M11	20.887
National Total	10 Comunitat Valenciana	Guests	Total		2003M10	32.659
National Total	10 Comunitat Valenciana	Guests	Total		2003M09	44.547
National Total	10 Comunitat Valenciana	Guests	Total		2003M08	163.580
National Total	10 Comunitat Valenciana	Guests	Total		2003M07	115.120
National Total	10 Comunitat Valenciana	Guests	Total		2003M06	58.142
National Total	10 Comunitat Valenciana	Guests	Total		2003M05	43.504
National Total	10 Comunitat Valenciana	Guests	Total		2003M04	76.432
National Total	10 Comunitat Valenciana	Guests	Total		2003M03	25.665
National Total	10 Comunitat Valenciana	Guests	Total		2003M02	17.155
National Total	10 Comunitat Valenciana	Guests	Total		2003M01	16.173
National Total	10 Comunitat Valenciana	Guests	Total		2002M12	22.324
National Total	10 Comunitat Valenciana	Guests	Total		2002M11	17.194
National Total	10 Comunitat Valenciana	Guests	Total		2002M10	28.910
National Total	10 Comunitat Valenciana	Guests	Total		2002M09	45.381
National Total	10 Comunitat Valenciana	Guests	Total		2002M08	143.574
National Total	10 Comunitat Valenciana	Guests	Total		2002M07	117.494
National Total	10 Comunitat Valenciana	Guests	Total		2002M06	53.221
National Total	10 Comunitat Valenciana	Guests	Total		2002M05	41.559
National Total	10 Comunitat Valenciana	Guests	Total		2002M04	41.359
National Total	10 Comunitat Valenciana	Guests	Total		2002M03	60.110
National Total	10 Comunitat Valenciana	Guests	Total		2002M02	17.524
National Total	10 Comunitat Valenciana	Guests	Total		2002M01	14.121
National Total	10 Comunitat Valenciana	Guests	Total		2001M12	16.569
National Total	10 Comunitat Valenciana	Guests	Total		2001M11	14.703
National Total	10 Comunitat Valenciana	Guests	Total		2001M10	28.446
National Total	10 Comunitat Valenciana	Guests	Total		2001M09	48.267
National Total	10 Comunitat Valenciana	Guests	Total		2001M08	143.479
National Total	10 Comunitat Valenciana	Guests	Total		2001M07	115.856
National Total	10 Comunitat Valenciana	Guests	Total		2001M06	54.686
National Total	10 Comunitat Valenciana	Guests	Total		2001M05	35.814
